general.model_name,additional_features.pointer_device,processor_and_memory_features.dedicated_graphic_memory_capacity,processor_and_memory_features.dedicated_graphic_memory_type,additional_features.antivirus,display_and_audio_features.internal_mic,port_and_slot_features.usb_port,port_and_slot_features.firewire_port,display_and_audio_features.brightness,processor_and_memory_features.ssd,display_and_audio_features.certification,url,processor_and_memory_features.chipset,port_and_slot_features.hardware_interface,display_and_audio_features.screen_size,dimensions.dimensions,processor_and_memory_features.clock_speed,additional_features.disk_drive,operating_system.system_architecture,additional_features.finger_print_sensor,port_and_slot_features.multi_card_slot,display_and_audio_features.refresh_rate,general.battery_backup,additional_features.additional_features,processor_and_memory_features.cache,general.sales_package,warranty.international_warranty,processor_and_memory_features.memory_slots,additional_features.read/write_speed,port_and_slot_features.hdmi_port,general.inbuilt_4g_lte,processor_and_memory_features.processor_variant,general.series,timestamp,processor_and_memory_features.hdd_capacity,general.part_number,processor_and_memory_features.emmc_storage_capacity,additional_features.recovery_options,processor_and_memory_features.optane_memory,general.tgp,additional_features.security_chip,processor_and_memory_features.ssd_capacity,additional_features.laptop_bag,operating_system.os_architecture,additional_features.included_software,connectivity_features.wireless_lan,processor_and_memory_features.graphic_processor,processor_and_memory_features.rpm,display_and_audio_features.touchscreen,display_and_audio_features.screen_resolution,dimensions.weight,general.ms_office_provided,processor_and_memory_features.processor_name,connectivity_features.bluetooth,price,processor_and_memory_features.expandable_ssd_capacity,port_and_slot_features.mic_in,general.stylus_included,warranty.warranty_summary,connectivity_features.ethernet,review_count,port_and_slot_features.vga_port,warranty.not_covered_in_warranty,rating_average,general.type,operating_system.operating_system,product_title,connectivity_features.nfc_support,processor_and_memory_features.ram_frequency,connectivity_features.wireless_wan,processor_and_memory_features.ram,processor_and_memory_features.storage_type,warranty.warranty_service_type,display_and_audio_features.speakers,warranty.domestic_warranty,processor_and_memory_features.processor_brand,additional_features.keyboard,warranty.covered_in_warranty,display_and_audio_features.screen_type,additional_features.face_recognition,display_and_audio_features.sound_chip,port_and_slot_features.dock_port,processor_and_memory_features.number_of_cores,in_stock,processor_and_memory_features.expandable_memory,operating_system.supported_operating_system,processor_and_memory_features.ufs_storage_capacity,display_and_audio_features.color_gamut,port_and_slot_features.rj11,display_and_audio_features.sound_properties,general.battery_cell,port_and_slot_features.s-video,general.suitable_for,additional_features.other_accessories,processor_and_memory_features.ram_type,general.model_number,general.color,port_and_slot_features.rj45,additional_features.lock_port,additional_features.backlit_keyboard,processor_and_memory_features.processor_generation,general.power_supply,additional_features.web_camera
A324-51,Touchpad,,,,Yes,,,,Yes,,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itmb1555a1a37c32?pid=COMHY24RZCQ5YRXG&lid=LSTCOMHY24RZCQ5YRXGDONXO7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_328&otracker=browse&fm=organic&iid=en_aHlDhO7OR2W-2LfsdY5zIwJ3qktMawliZvzdkBqNnPmYlpA-UnUU3YwSX_mJFcMoPL7BNtKocMyH38-n4ALCFQ%3D%3D&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,35.56 cm (14 Inch),321.7 x 206.6 x 19.4 mm,Max turbo frequency at 4.4 Ghz,Not Available,,No,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1x HDMI Port,,1215U,Aspire 3,2024-11-04 16:47:25,,UN.343SI.005,,,,,,512 GB,,64 bit,,WIFI 6,Intel Integrated UHD,,No,1920 x 1080 Pixel,1.45 Kg,Yes,Core i3,v5.2,"₹31,990",,,,1 Year Domestic Warranty,,29 Ratings & 5 Reviews,,Physical Damage,3.9,Thin and Light Laptop,Windows 11 Home,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Two built-in stereo speakers,,Intel,84-key Acer keyboard layout with US language,Manufacturing Defects,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",No,,,,No,,,,,,,2 cell,,Everyday Use,,DDR4,A324-51,Steel Gray,,,No,12th Gen,65 W,2M With Privacy Camera Shutter
Z8-415,,,,,,,,,Yes,,https://www.flipkart.com/acer-one14-backlit-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-z8-415-thin-light-laptop/p/itm449784da89869?pid=COMGQEBMHT8URK6J&lid=LSTCOMGQEBMHT8URK6JGIUP3S&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_329&otracker=browse&fm=organic&iid=db8b225d-8835-481c-b656-4fca9d3e1682.COMGQEBMHT8URK6J.SEARCH&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,35.56 cm (14 Inch),323 x 221 x 21.6 mm,2.50GHz with Turbo boost upto 4.5GHz,Not Available,,,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 2.0 Port,,1155G7,One14 Backlit,2024-11-04 16:47:28,,UN.599SI.020,,,,,,512 GB,,,,,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,1.49 Kg,No,Core i5,v5.0,"₹37,791",,,,1 Year Onsite Warranty,,"2,498 Ratings & 306 Reviews",,Physical Damage,3.7,Thin and Light Laptop,Windows 11 Home,"Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop  (14 Inch, Silver, 1.49 Kg)",,,,16 GB,SSD,Onsite,,,Intel,Isolated Keys keyboard,Manufacturing Defects,Full HD,,,,,Yes,,,,,,,,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,DDR4,Z8-415,Silver,,,Yes,11th Gen,,HD webcam with Privacy Camera Physical Shutter
14-dv2053TU,HP Imagepad with multi-touch gesture support,,,,Built-in Dual Array Digital Microphones,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",,,Yes,,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-14-dv2053tu-thin-light-laptop/p/itm90796c0f2f8f1?pid=COMGEG3ZBTGC2VYW&lid=LSTCOMGEG3ZBTGC2VYW0YPM7K&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_330&otracker=browse&fm=organic&iid=db8b225d-8835-481c-b656-4fca9d3e1682.COMGEG3ZBTGC2VYW.SEARCH&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,35.56 cm (14 Inch),325 x 216 x 17.0 mm,"1.3 GHz upto Max 4.4 GHz,",Not Available,,No,,,,43 Wh Li-ion Battery,12,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 2.1 port,,1235U,Pavilion,2024-11-04 16:47:31,,6K9C6PA#ACJ,,,,,,512 GB,,64 bit,"HP Documentation, HP BIOS recovery, HP Smart, Microsoft Office Home & Student 2021",MediaTek Wi-Fi 6 MT7921 (2x2),Intel Integrated UHD,,No,1920 x 1080 Pixel,1.41 kg,Yes,Core i5,v5.2,"₹56,990",,Yes,,1 Year Onsite Warranty,,740 Ratings & 64 Reviews,,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"HP Pavilion Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 kg, With MS Office)",,,,8 GB,SSD,Onsite,Built-in Dual Speakers,1 Year,Intel,"Full-size, backlit, Natural Silver keyboard",Manufacturing Defects,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",,,,10,Yes,,Windows 11 Home,,,,Audio by B&O,3 cell,,"Entertainment, Everyday Use, Performance, Travel & Business",,DDR4,14-dv2053TU,Natural Silver,,,Yes,12th Gen,,HP Wide Vision 720p HD camera with temporal noise reduction
A324-51,Touchpad,,,,Yes,,,,Yes,,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7452347fa2428?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_331&otracker=browse&fm=organic&iid=en_aHlDhO7OR2W-2LfsdY5zIwJ3qktMawliZvzdkBqNnPlcIlA0KtYO_TYpiMcHVR3xCM47U5jRINhY2hhe4vmUjA%3D%3D&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,35.56 cm (14 Inch),321.7 x 206.6 x 19.4 mm,Max turbo frequency at 4.4 Ghz,Not Available,,No,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1x HDMI Port,,1215U,Aspire 3,2024-11-04 16:47:34,,UN.343SI.001,,,,,,512 GB,,64 bit,,WIFI 6,Intel Integrated UHD,,No,1920 x 1080 Pixel,1.45 Kg,No,Core i3,v5.2,"₹27,990",,,,1 Year Domestic Warranty,,"2,360 Ratings & 177 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",,,,8 GB,SSD,Onsite,Two built-in stereo speakers,,Intel,84-key Acer keyboard layout with US language,Manufacturing Defects,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",No,,,,Yes,,,,,,,2 cell,,Everyday Use,,DDR4,A324-51,Steel Gray,,,No,12th Gen,65 W,2M With Privacy Camera Shutter
NP750XGJ-KG2IN / NP750XGJ-LG2IN,,,,,Internal Digital MIC,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",,,Yes,,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_332&otracker=browse&fm=organic&iid=en_aHlDhO7OR2W-2LfsdY5zIwJ3qktMawliZvzdkBqNnPnq5AIwCv9Kp6LNrBVU2ECBgWSsc73UnRBEUEbFFzKm1A%3D%3D&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,39.62 cm (15.6 Inch),356.6 x 15.4 x 229.15mm,Max Frequency Up to 4.60 GHz,Not Available,,Yes,,,,,,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",,,,"Yes, 1 x HDMI",,1335U,Galaxy Book4,2024-11-04 16:47:37,,NP750XGJ-KG2IN|NP750XGJ-LG2IN,,,,,,512 GB,,,,802.11ax,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,1.55 Kg,Yes,Core i5,v5.2,"₹63,990",,Yes,,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,,"3,084 Ratings & 255 Reviews",,Physical Damage,4.5,Thin and Light Laptop,Windows 11 Home,"SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN / NP750XGJ-LG2IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",,,,16 GB,SSD,Onsite,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",,Intel,QWERTY,Manufacturer Defect Only,Full HD LCD Display,,,,,Yes,,,,,,,4 Cell Lithium Ion Battery,,Processing & Multitasking,,LPDDR4X,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Gray,,,,13th Gen,45W AC Adapter,"Yes, 1 Megapixel"
14s-dq5138tu,,,,,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",,,Yes,,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14s-dq5138tu-thin-light-laptop/p/itm2276133b91310?pid=COMGYCPJ6VHRGYT2&lid=LSTCOMGYCPJ6VHRGYT2OTMBUE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_333&otracker=browse&fm=organic&iid=db8b225d-8835-481c-b656-4fca9d3e1682.COMGYCPJ6VHRGYT2.SEARCH&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,100.58 cm (39.6 cm),324 x 225 x 17.9 mm,Max Frequency Up to 4.4 GHz,Not Available,,No,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 1.4b,,1215U,,2024-11-04 16:47:41,,9D3M7PA#ACJ,,,,,,512 GB,,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Intel Integrated UHD,,No,1920 x 1080 Pixel,1.46 Kg,Yes,Core i3,v5.0,"₹36,999",,,,1 Year Onsite warranty,,"6,018 Ratings & 508 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop  (39.6 cm, Natual Silver, 1.46 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Yes,,Intel,Full-size Natural Silver Backlit keyboard,Manufacturing Defects,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",,,,,Yes,,,,,,,,,Processing & Multitasking,,DDR4,14s-dq5138tu,Natual Silver,,,,12th Gen,,HP True Vision 720p HD camera
XL30,,,,,Yes,2 x USB 3.0,,,Yes,,https://www.flipkart.com/infinix-y1-plus-neo-intel-celeron-quad-core-11th-gen-jsl-n5100-8-gb-512-gb-ssd-windows-11-home-xl30-thin-light-laptop/p/itme65936ea208c2?pid=COMGZ7YCE88QP2XM&lid=LSTCOMGZ7YCE88QP2XMLNHHNY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_334&otracker=browse&fm=organic&iid=db8b225d-8835-481c-b656-4fca9d3e1682.COMGZ7YCE88QP2XM.SEARCH&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,39.01 cm (15.36 inch),358.5 x 235.7 x 18.15 mm,1.1GHz - 2.8GHz,Not Available,,,,,,,,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,,,,,,JSL N5100,Y1 Plus Neo Intel,2024-11-04 16:47:43,,71008301205,,,,,,512 GB,,,,Wi-Fi 5 (802.11ac),Intel Integrated UHD,,No,1920 x 1080 Pixel,1.76 Kg,No,Celeron Quad Core,v5.1,"₹22,990",,,,1 Year Onsite Warranty,,"4,673 Ratings & 615 Reviews",,Physical Damage,4,Thin and Light Laptop,Windows 11 Home,"Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.36 inch, Blue, 1.76 Kg)",,,,8 GB,SSD,Onsite,Build-in Dual Speakers,1 Year,Intel,Backlit Keyboard,Manufacturing Defects,"Full HD Display (250nits peak brightness, , 87% sRGB) Anti Glare",,,,,No,,,,,,,,,Processing & Multitasking,,LPDDR4X,XL30,Blue,,,Yes,11th Gen,,2.0 MP FHD Webcam
Inspiron 15,,,,,,,,,Yes,,https://www.flipkart.com/dell-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itme37811760d94c?pid=COMGQN94CKCN3EYH&lid=LSTCOMGQN94CKCN3EYHI6XXHR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_335&otracker=browse&fm=organic&iid=db8b225d-8835-481c-b656-4fca9d3e1682.COMGQN94CKCN3EYH.SEARCH&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,39.62 cm (15.6 inch),,,Not Available,,,,,upto 9.5 hours,,,1 unit of laptop with power adapter,,,,,,,,2024-11-04 16:47:46,,IN3530V84RM0010RB1,,,,,,512 GB,,,,,Intel Integrated Intel® UHD Graphics,,No,1920 x 1080$$Pixels pixel,,Yes,Core i3,yes,"₹37,990",,,,1 year domestic warranty,,14 Ratings & 2 Reviews,,Physical and Liquid damage,4.4,Thin and Light Laptop,Windows 11 Home,"DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop  (15.6 inch, Carbon Black, With MS Office)",,,,8 GB,SSD,1 year seller warranty,,,Intel,,Performance issue,,,,,,Yes,,,,,,,,,Everyday Use,,DDR4,3530,Carbon Black,,,,13th Gen,,
IdeaPad Slim 3,,,,,,,,,Yes,,https://www.flipkart.com/lenovo-ideapad-slim-3-backlit-amd-ryzen-7-octa-core-5th-gen-16-gb-512-gb-ssd-windows-11-home-82ku024gin-thin-light-laptop/p/itmfb998e0e27a50?pid=COMGSZB4JSGMR3ZH&lid=LSTCOMGSZB4JSGMR3ZHHPRTNZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_14_336&otracker=browse&fm=organic&iid=db8b225d-8835-481c-b656-4fca9d3e1682.COMGSZB4JSGMR3ZH.SEARCH&ppt=None&ppn=None&ssid=c7ecmgo9vk0000001730660289805,,,39.62 cm (15.6 inch),,,Not Available,,,,,UPTO 8 HRS,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,IdeaPad Slim 3 Backlit,2024-11-04 16:47:49,,82KU024GIN,,,,,,512 GB,,,,,AMD Radeon AMD Radeon Integrated,,No,1920 x 1080 pixel,,Yes,Ryzen 7 Octa Core,YES,"₹42,990",,,,1-year warranty,,4 Ratings & 0 Reviews,,Physical Damage,3.8,Thin and Light Laptop,Windows 11 Home,"Lenovo IdeaPad Slim 3 Backlit AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82KU024GIN Thin and Light Laptop  (15.6 inch, Arctic Grey, With MS Office)",,,,16 GB,SSD,Onsite,,,AMD,,Manufacturing Defects,,,,,,Yes,,,,,,,,,Travel & Business,,DDR4,82KU024GIN,Arctic Grey,,,,5th Gen,,
S3402ZA-KM501WS,,,,,Built in array microphone,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery",,,Yes,,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_15_337&otracker=browse&fm=organic&iid=en_o3cGLukHagQIIXpQo44Z_mDEHq6PtY8Nus9U-ZEDoKYC0AeCSSE-x5bau1JdgYv9a-gR24cMj8STGHW9Vj_vYk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=bc7mycgka80000001730660295460,,NVMe PCIe,35.56 cm (14 Inch),316.4 x 224.5 x 18.9 mm,4.5,Not Available,64,Yes,,,,"70WHrs, 3S1P, Li-ion Battery",18,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,1,,1x HDMI 2.0b,,12500H,Vivobook S14 OLED Intel EVO H-Series,2024-11-04 16:47:52,,90NB0WE1-M007U0 | 90NB0WE1-M00S20,,,,,,512 GB,,64 bit,,Wi-Fi 6E(802.11ax),Intel Integrated Iris Xe Graphics,,No,2880 x 1800 Pixels,1.50 Kg,Yes,Core i5,v5.2,"₹61,990",NA,Yes,,1 Year Onsite Warranty,,"4,489 Ratings & 431 Reviews",,Physical Damage,4.4,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Built in speaker,1 Year,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",,,,8,Yes,NA,Windows 11 Home,,,,,3,,Processing & Multitasking,,DDR4,S3402ZA-KM501WS,Neutral Grey,,,Yes,12th Gen,90W AC Adapter,"720p HD camera, with privacy shutter"
S3402ZA-LY522WS,,,,,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",,,Yes,,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_15_338&otracker=browse&fm=organic&iid=en_o3cGLukHagQIIXpQo44Z_mDEHq6PtY8Nus9U-ZEDoKaZUiVe3O2fqtcdDsBYhZhx9Wy-xiq_iFsaDu41TzXmfYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=bc7mycgka80000001730660295460,,,35.56 cm (14 inch),,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,Not Available,,Yes,,,,,,"Laptop, battery, power adapter, user guide",,,,1 x HDMI 2.1,,12500H,Vivobook S 14 Intel EVO H-Series,2024-11-04 16:47:56,,90NB0WE2-M00P60,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel Integrated Iris Xe,,No,1920 x 1200 Pixel,1.50 Kg,No,Core i5,v5.0,"₹62,990",NA,,,1 Year Onsite Warranty,,"2,140 Ratings & 205 Reviews",,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY522WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 Kg)",,,,8 GB,SSD,Onsite,Built-in Speakers,1 Year,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"FHD+ (1920 x 1200, WUXGA) 16:10 aspect ratio, LED Backlit LCD, IPS-level Panel, Anti-glare display, 300nits Brightness, 85�% Screen-to-body ratio",,,,,Yes,12,,,,,,3 cell,,Processing & Multitasking,,DDR4,S3402ZA-LY522WS,Indie Black,,,Yes,12th Gen,,720p HD camera With privacy shutter
AL15-41,,,,,Yes,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",,,Yes,,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itmde3ce5fc19d79?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38F5SNKCO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_15_339&otracker=browse&fm=organic&iid=74420e66-f5eb-4078-82fa-ace7d477f9cb.COMH2TPSM9V7V38F.SEARCH&ppt=None&ppn=None&ssid=bc7mycgka80000001730660295460,,,39.62 cm (15.6 Inch),360.40 x 239.30 x 19.9 mm,Upto 3.85 GHz,Not Available,,,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,5300U,Aspire Lite,2024-11-04 16:47:59,,UN.31ZSI.004,,,,,,512 GB,,,,Wi-Fi 5,AMD Radeon AMD,,No,1920 x 1080 Pixel,1.59 Kg,No,Ryzen 3 Quad Core,Yes,"₹28,990",,,,1 Year Carry-in Warranty,,172 Ratings & 12 Reviews,,Physical Damage,4.1,Thin and Light Laptop,Windows 11 Home,"Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)",,,,8 GB,SSD,Onsite,Yes,,AMD,"100-/101-/104-key keyboard with independent numeric keypad, international language support",Manufacturing Defects,Full HD,,,,,Yes,,,,,,,,,Processing & Multitasking,,DDR4,AL15-41,Steel Grey,,,,,,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording"
250 G9,Touchpad with multi-touch gesture support,,DDR4,,integrated digital microphone,2 x USB 3.2 Type-A,No,250 Nits,Yes,,https://www.flipkart.com/hp-250-g9-intel-celeron-dual-core-12th-gen-4500u-8-gb-256-gb-ssd-windows-11-pro-8y2y9pa-laptop/p/itm5754d2e5027c5?pid=COMGWCGZKYY86KN8&lid=LSTCOMGWCGZKYY86KN8NXUXFF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_15_340&otracker=browse&fm=organic&iid=74420e66-f5eb-4078-82fa-ace7d477f9cb.COMGWCGZKYY86KN8.SEARCH&ppt=None&ppn=None&ssid=bc7mycgka80000001730660295460,,,39.62 cm (15.6 inch),45*30*3,2.1 GHz base clock,Not Available,,No,,60 Hz,2.5hrs,Intel Celeron laptop mush better AMD ryzen processors,,"Main Laptop, cable set",,2,NA,1,No,4500u,250 G9,2024-11-04 16:48:02,,8Y2Y9PA,,,,,,256 GB,No,,Disk Operating Software NO WINDOWS,wifi,Intel Integrated,,No,1280X768$$Pixels pixel,1.75 kg,No,Celeron Dual Core,5.0,"₹24,800",NA,Yes,No,1 year Onsite Warrenty,yes,75 Ratings & 7 Reviews,,Physical Damage,3.5,Laptop,Windows 11 Pro,"HP 250 G9 Intel Celeron Dual Core 12th Gen 4500u - (8 GB/256 GB SSD/Windows 11 Pro) 8Y2Y9PA Laptop  (15.6 inch, Silver, 1.75 kg)",No,3200 MHz,wifi,8 GB,SSD,Reapair,Stereo speakers,1 Year,Intel,Standard Notebook Keyboard,All issue expect of physical Damage,Screen size is 39.62 cm (15.6 inch) HD,,,Yes,2,Yes,1tb,"Disk Operating Software NO WINDOWS, Install Windows separately",,45% NTSC,,,3 cell,,"Everyday Use, Entertainment, Learning",Adapter,DDR4,8Y2Y9PA,Silver,Yes,,No,12th Gen,41 W AC Adapter W,720p HD camera
