Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),image_src
Acer,Aspire,A515,Intel,Core i5,SSD,Windows 11 Pro,1920x1080 Pixels,,,569.99,Yes,2024-12-05 13:27:52,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjMwMDU0ODg3NjczMTMzOjE3MjY5OTc5Nzg6c3BfbXRmX2Jyb3dzZTozMDAyOTU5NTEzMjUwMDI6OjA6Og&url=%2Facer-Student-Business-Touchscreen-i5-13420H%2Fdp%2FB0D98WSMBV%2Fref%3Dsr_1_425_sspa%3Fdib%3DeyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg%26dib_tag%3Dse%26qid%3D1726997978%26s%3Dpc%26sr%3D1-425-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,15.6,8,0,14.29 x 9.35 x 0.71 inches,3.9,https://m.media-amazon.com/images/I/61F7ypv3RXL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,TPN-C164,TPN-C164,Intel,Intel Mobile CPU,SSD,Windows 11 Pro,3840 x 2160 Pixels,5.0,,1799.0,Yes,2024-12-05 13:27:56,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjMwMDU0ODg3NjczMTMzOjE3MjY5OTc5Nzg6c3BfbXRmX2Jyb3dzZTozMDAzNjk1MDczMDc3MDI6OjA6Og&url=%2FHP-Business-Display-GeForce-External%2Fdp%2FB0DDQJQ3H9%2Fref%3Dsr_1_426_sspa%3Fdib%3DeyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg%26dib_tag%3Dse%26qid%3D1726997978%26s%3Dpc%26sr%3D1-426-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,16,2,15.59 x 10.18 x 0.77 inches,5.55,https://m.media-amazon.com/images/I/71HcQx3gNFL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Dell,Dell Latitude,Latitude 7480,Intel,Core i7,SSD,Windows 10 Pro,2560_x_1440,4.0,6.0,218.99,Yes,2024-12-05 13:28:01,https://www.amazon.com/Dell-Latitude-7480-FHD-Laptop/dp/B077T4MYJY/ref=sr_1_427?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-427,Amazon,512,14.0,16,811,13.00 x 8.70 x 0.80 inches,3.0,https://m.media-amazon.com/images/I/717zxQAOCuL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,Thinkpad T480,Thinkpad T480,Intel,Core i5,SSD,Windows 10 Pro,1366 x 768 Pixels,3.8,,178.0,Yes,2024-12-05 13:28:06,https://www.amazon.com/Lenovo-ThinkPad-T480-14-Laptop/dp/B091B8GVVV/ref=sr_1_428?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-428,Amazon,256,14.0,16,421,13.25 x 9.15 x 0.78 inches,3.6,https://m.media-amazon.com/images/I/51eLL0D76AL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Acer,CP314-1H-P1Q5,NX.AY4AA.005,Intel,Pentium,eMMC,Chrome OS,1366x768 Pixels,4.3,,399.99,Yes,2024-12-05 13:28:11,https://www.amazon.com/Chromebook-Convertible-Pentium-Corning-CP314-1H-P1Q5/dp/B0BSLV4MKD/ref=sr_1_429?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-429,Amazon,128,14.0,8,254,12.85 x 0.78 x 8.96 inches,3.42,https://m.media-amazon.com/images/I/81F1YLvNwEL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,CB315-3HT,CB315-3HT,Intel,Celeron N4020,SSD,Chrome OS,1920x1080 Pixels,4.3,12.0,300.0,Yes,2024-12-05 13:28:16,https://www.amazon.com/Acer-Chromebook-Touchscreen-Dual-Core-Processor/dp/B08LBZRVLG/ref=sr_1_430?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-430,Amazon,64,15.6,4,880,13.60 x 9.60 x 0.70 inches,2.76,https://m.media-amazon.com/images/I/81f+Mn-JwnL._AC_SX300_SY300_.jpg
Apple,MacBook Pro,MGXC2LL/A,Intel,Core i7,SSD,macOS Mavericks,2560x1600 Pixels,3.9,8.0,349.0,Yes,2024-12-05 13:28:20,https://www.amazon.com/Apple-MacBook-MGXA2LL-Processor-Refurbished/dp/B078WYC1R9/ref=sr_1_431?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-431,Amazon,256,15.4,16,804,14.13 x 9.73 x 0.71 inches,4.5,https://m.media-amazon.com/images/I/71pLMj07suL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Lenovo,IdeaPad Slim 5 16IRL8,,Intel,Core i7,SSD,Windows 11 Home,1920 x 1200,4.5,,479.99,Yes,2024-12-05 13:28:25,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i7-1355U-Keyboard/dp/B0CMRX1Y59/ref=sr_1_432?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-432,Amazon,512,16.0,16,24,12.00 x 10.00 x 1.00 inches,10.4,https://m.media-amazon.com/images/I/51OaAqxtMQL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,3NU63UT,HP G5,Intel,Celeron N3350,SSD,Chrome OS,1920x1080 Pixels,3.9,5.0,80.97,Yes,2024-12-05 13:28:30,https://www.amazon.com/HP-Chromebook-Celeron-3NU63UT-Renewed/dp/B08P2C2H9M/ref=sr_1_433?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-433,Amazon,16,14.0,4,630,17.00 x 10.50 x 2.75 inches,2.0,https://m.media-amazon.com/images/I/710cvLFbXxL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,HP 14 Laptop,HP 14 laptop,Intel,Celeron,SSD,Windows 11 Home,1366x768 Pixels,4.1,11.5,279.98,Yes,2024-12-05 13:28:37,https://www.amazon.com/HP-14-Micro-edge-Microsoft-Narrow-Bezel/dp/B0CDLFV2WJ/ref=sr_1_434?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-434,Amazon,192,14.0,16,82,12.76 x 8.86 x 0.71 inches,3.24,https://m.media-amazon.com/images/I/61f2UX3wIzL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Dell,3520,3520,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixels,4.4,3.5,400.0,Yes,2024-12-05 13:28:46,https://www.amazon.com/Inspiron-Business-1920x1080-i5-1235U-Bluetooth/dp/B0CKFQ8GG1/ref=sr_1_436?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-436,Amazon,256,15.6,8,8,14.11 x 0.83 x 9.27 inches,3.82,https://m.media-amazon.com/images/I/51NBk3U-sgL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Apple,MacBook Pro,"MacBook Pro 13"" - MR9Q2LL/A",Intel,Core i5,SSD,macOS,2560 x 1600 Pixels,3.8,10.0,331.1,Yes,2024-12-05 13:28:54,https://www.amazon.com/Apple-MacBook-Pro-256GB-MR9Q2LL/dp/B07VD9XV98/ref=sr_1_438?dib=eyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg&dib_tag=se&qid=1726997978&s=pc&sr=1-438,Amazon,256,13.3,8,233,11.97 x 8.36 x 0.59 inches,3.88,https://m.media-amazon.com/images/I/611dvuxtcfL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,Elitebook,660 G11,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1200 Pixels,5.0,,1249.0,Yes,2024-12-05 13:28:58,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjMwMDU0ODg3NjczMTMzOjE3MjY5OTc5Nzg6c3BfYnRmX2Jyb3dzZTozMDAzODcyNTQ1NzU1MDI6OjA6Og&url=%2FHP-Elitebook-660-G11-Fingerprint%2Fdp%2FB0DFWC3QNY%2Fref%3Dsr_1_439_sspa%3Fdib%3DeyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg%26dib_tag%3Dse%26qid%3D1726997978%26s%3Dpc%26sr%3D1-439-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,4096,16.0,64,6,14.14 x 9.20 x 0.78 inches,3.9,https://m.media-amazon.com/images/I/71nSy8Uh8iL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Chromebook Spin 713,,Intel,Core i3,eMMC,Chrome OS,2256 x 1504 Pixels,4.2,,149.99,Yes,2024-12-05 13:29:02,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjMwMDU0ODg3NjczMTMzOjE3MjY5OTc5Nzg6c3BfYnRmX2Jyb3dzZTozMDAzOTUzODI5NTI3MDI6OjA6Og&url=%2FAcer-Chromebook-Spin-713-Touchscreen%2Fdp%2FB09J1MPF8S%2Fref%3Dsr_1_440_sspa%3Fdib%3DeyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg%26dib_tag%3Dse%26qid%3D1726997978%26s%3Dpc%26sr%3D1-440-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,64,13.5,4,17,,1.45,https://m.media-amazon.com/images/I/611SVggiB9L.__AC_SY300_SX300_QL70_FMwebp_.jpg
Dell,Latitude,3430,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,5.0,,1361.45,Yes,2024-12-05 13:29:05,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjMwMDU0ODg3NjczMTMzOjE3MjY5OTc5Nzg6c3BfYnRmX2Jyb3dzZTozMDAxNTYzOTEyMDMyMDI6OjA6Og&url=%2FDell-Latitude-3430-Business-Bluetooth%2Fdp%2FB0CFL7MTRY%2Fref%3Dsr_1_441_sspa%3Fdib%3DeyJ2IjoiMSJ9.PlJB0ii5IykqL3vHryvnBUqvqccZBxcfXMvZUqHc2Lj7hhZpZ4LDY8vMJc2c2AWvLp9oFifVWl9rrB1TXy9GB1jMcWQfpk5Dh7iacd4dUARH0jvMFyGoPTwcyUoOSVqqclD7YAbQHjazQFKdP_TvWNFPGAQFGfjEfoMCrogLgIn6kplb7mp-omQSMjZRpXlN9GXs5u8iT1RSO-NRMNodV1KhYiKXGKbyzdI2HURIHz9b2pi2XY3zUV4n_zbOiPJ9v7W9-Eoxi6LAe18cIXDK8voyRGzsy-cyhkTzoOAqhmA.fw5Hd9HpxOrStM6VBnRhcWwZNJTi9ZxgpEag7gEwShg%26dib_tag%3Dse%26qid%3D1726997978%26s%3Dpc%26sr%3D1-441-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,14.0,16,2,12.83 x 8.89 x 0.69 inches,3.37,https://m.media-amazon.com/images/I/71-cEyzpvNL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Zuleisy,VocBook 16,VocBook 16,Intel,Intel Mobile CPU,SSD,Windows,1920x1200 Pixels,4.8,,359.99,Yes,2024-12-05 13:29:15,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTE1MTkzMzcxNDk0NDc3OjE3MjY5OTc5ODE6c3BfYXRmX2Jyb3dzZTozMDA0MjY4MDg5NzA4MDI6OjA6Og&url=%2FZuleisy-Computer-Windows-12th-gen-1920x1200%2Fdp%2FB0DDT5V2PF%2Fref%3Dsr_1_434_sspa%3Fdib%3DeyJ2IjoiMSJ9.urfRI0A4Wv4tWs3piQBuljwOzlu_44HZ3IDeN_D2d-2xUNPMpTGPagFb6rhjxif4lM9_nSiDoJF7Ib69rEwx9le4070hLxSIRGHU0_SXcOI1S3mRYut1dDT7mgo9_66Wqiq8AS-ggMsn-EXBvtM2Jlv_Cf9ujhUJuMQN6lkl8yDY8sEM0t_5TSXFmt9tWrpvd84xo72lPJ8VzQlvUVd3wg3hY0BGGDYGbXSrm4Zi7jk3fNNkyFfhAkw4yiYMuNx0Tt97pBS0EwFA_8Ean94Cj1pU4EvTStyL_4eqJoBkCe8.p8TA-TzTi8c4vPdAx8G46qqKtMuAVBbkw6T9o0nfS_A%26dib_tag%3Dse%26qid%3D1726997981%26s%3Dpc%26sr%3D1-434-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,16.0,16,8,14.06 x 9.65 x 0.72 inches,2.0,https://m.media-amazon.com/images/I/71hmno83ppL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Aspire,A515,Intel,Core i5,SSD,Windows 11 Pro,1920x1080 Pixels,,,569.99,Yes,2024-12-05 13:29:19,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTE1MTkzMzcxNDk0NDc3OjE3MjY5OTc5ODE6c3BfYXRmX2Jyb3dzZTozMDAyOTU5NTEzMjUwMDI6OjA6Og&url=%2Facer-Student-Business-Touchscreen-i5-13420H%2Fdp%2FB0D98WSMBV%2Fref%3Dsr_1_435_sspa%3Fdib%3DeyJ2IjoiMSJ9.urfRI0A4Wv4tWs3piQBuljwOzlu_44HZ3IDeN_D2d-2xUNPMpTGPagFb6rhjxif4lM9_nSiDoJF7Ib69rEwx9le4070hLxSIRGHU0_SXcOI1S3mRYut1dDT7mgo9_66Wqiq8AS-ggMsn-EXBvtM2Jlv_Cf9ujhUJuMQN6lkl8yDY8sEM0t_5TSXFmt9tWrpvd84xo72lPJ8VzQlvUVd3wg3hY0BGGDYGbXSrm4Zi7jk3fNNkyFfhAkw4yiYMuNx0Tt97pBS0EwFA_8Ean94Cj1pU4EvTStyL_4eqJoBkCe8.p8TA-TzTi8c4vPdAx8G46qqKtMuAVBbkw6T9o0nfS_A%26dib_tag%3Dse%26qid%3D1726997981%26s%3Dpc%26sr%3D1-435-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,15.6,8,0,14.29 x 9.35 x 0.71 inches,3.92,https://m.media-amazon.com/images/I/61F7ypv3RXL.__AC_SX300_SY300_QL70_FMwebp_.jpg
KOOFORWAY,P8,P8,Intel,Others,SSD,Windows 11 Pro,1280x800 Pixels,3.8,,469.0,Yes,2024-12-05 13:29:24,https://www.amazon.com/Touchscreen-Portable-Computer-Business-Students/dp/B0CKW3HZRP/ref=sr_1_436?dib=eyJ2IjoiMSJ9.urfRI0A4Wv4tWs3piQBuljwOzlu_44HZ3IDeN_D2d-2xUNPMpTGPagFb6rhjxif4lM9_nSiDoJF7Ib69rEwx9le4070hLxSIRGHU0_SXcOI1S3mRYut1dDT7mgo9_66Wqiq8AS-ggMsn-EXBvtM2Jlv_Cf9ujhUJuMQN6lkl8yDY8sEM0t_5TSXFmt9tWrpvd84xo72lPJ8VzQlvUVd3wg3hY0BGGDYGbXSrm4Zi7jk3fNNkyFfhAkw4yiYMuNx0Tt97pBS0EwFA_8Ean94Cj1pU4EvTStyL_4eqJoBkCe8.p8TA-TzTi8c4vPdAx8G46qqKtMuAVBbkw6T9o0nfS_A&dib_tag=se&qid=1726997981&s=pc&sr=1-436,Amazon,2048,8.0,12,111,7.80 x 5.43 x 0.79 inches,1.7,https://m.media-amazon.com/images/I/71rtipwsjYL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Aspire,Aspire,AMD,Ryzen 5,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.1,,599.0,Yes,2024-12-05 13:29:31,https://www.amazon.com/acer-Aspire-Premium-i7-1250U-Ethernet/dp/B0D6X8T4QS/ref=sr_1_438?dib=eyJ2IjoiMSJ9.urfRI0A4Wv4tWs3piQBuljwOzlu_44HZ3IDeN_D2d-2xUNPMpTGPagFb6rhjxif4lM9_nSiDoJF7Ib69rEwx9le4070hLxSIRGHU0_SXcOI1S3mRYut1dDT7mgo9_66Wqiq8AS-ggMsn-EXBvtM2Jlv_Cf9ujhUJuMQN6lkl8yDY8sEM0t_5TSXFmt9tWrpvd84xo72lPJ8VzQlvUVd3wg3hY0BGGDYGbXSrm4Zi7jk3fNNkyFfhAkw4yiYMuNx0Tt97pBS0EwFA_8Ean94Cj1pU4EvTStyL_4eqJoBkCe8.p8TA-TzTi8c4vPdAx8G46qqKtMuAVBbkw6T9o0nfS_A&dib_tag=se&qid=1726997981&s=pc&sr=1-438,Amazon,2048,15.6,32,40,14.19 x 9.42 x 0.78 inches,3.5,https://m.media-amazon.com/images/I/71SkKm1kqXL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Apple,MacBook Air,,Intel,Core i5,SSD,macOS,1440 x 900,3.9,12.0,173.47,Yes,2024-12-05 13:29:36,https://www.amazon.com/Apple-MacBook-Newest-Version-Refurbished/dp/B07HY9H8VB/ref=sr_1_439?dib=eyJ2IjoiMSJ9.urfRI0A4Wv4tWs3piQBuljwOzlu_44HZ3IDeN_D2d-2xUNPMpTGPagFb6rhjxif4lM9_nSiDoJF7Ib69rEwx9le4070hLxSIRGHU0_SXcOI1S3mRYut1dDT7mgo9_66Wqiq8AS-ggMsn-EXBvtM2Jlv_Cf9ujhUJuMQN6lkl8yDY8sEM0t_5TSXFmt9tWrpvd84xo72lPJ8VzQlvUVd3wg3hY0BGGDYGbXSrm4Zi7jk3fNNkyFfhAkw4yiYMuNx0Tt97pBS0EwFA_8Ean94Cj1pU4EvTStyL_4eqJoBkCe8.p8TA-TzTi8c4vPdAx8G46qqKtMuAVBbkw6T9o0nfS_A&dib_tag=se&qid=1726997981&s=pc&sr=1-439,Amazon,128,13.0,8,312,1.00 x 13.00 x 9.00 inches,2.96,https://m.media-amazon.com/images/I/61vriZrW0HL.__AC_SY300_SX300_QL70_FMwebp_.jpg
