processor.unlocked_processor,display.screen_type,camera.rear-facing_camera,general.model_family,storage.emmc_capacity,storage.hard_drive_capacity,included.optical_drive_type,connectivity.ethernet_card,connectivity.number_of_usb-c_charging_ports,connectivity.number_of_usb-a_charging_ports,certifications_&_listings.epeat_qualified,features.audio_technology,connectivity.number_of_usb_ports_(total),processor.cpu_base_clock_frequency,features.windows_features,key_specs.operating_system,"expansion.number_of_internal_2.5""_bays",compatibility.voice_assistant_built-in,key_specs.total_storage_capacity,storage.hard_drive_rpm,power.battery_life_(up_to),key_specs.voice_assistant_built-in,processor.number_of_cpu_cores,processor.l2_cache,features.stylus_dock,power.battery_cells,storage.solid_state_drive_interface,cooling.number_of_cpu_cooling_fans,timestamp,key_specs.brightness,dimensions.product_weight,connectivity.bluetooth_version,general.product_name,features.media_card_reader,display.screen_resolution,processor.number_of_cpu_threads,features.media_card_slot,connectivity.usb_ports,camera.rear_facing_camera_video_resolution,processor.processor_model_number,connectivity.gps_enabled,review_count,memory.number_of_memory_slots,dimensions.product_height,display.synchronization_technology,key_specs.2-in-1_design,power.power_supply_maximum_wattage,connectivity.compatible_wireless_standard(s),processor.processor_brand,camera.front-facing_camera,processor.l1_cache,camera.built-in_microphone,key_specs.cpu_base_clock_frequency,power.battery_capacity,cooling.number_of_gpu_cooling_fans,power.charging_interface(s),graphics.gpu_brand,dimension.product_weight,certifications_&_listings.epeat_level,key_specs.screen_type,connectivity.wireless_standard,display.brightness,included.included_software,key_specs.touch_screen,storage.total_storage_capacity,key_specs.screen_size,display.color_gamut_(ntsc),display.screen_size,storage.hard_drive_interface,cooling.cpu_cooling_system,dimensions.product_width,features.speaker_type,display.refresh_rate,connectivity.headphone_jack,key_specs.works_with,expansion.number_of_m.2_slots,warranty.manufacturer's_warranty_-_parts,features.windows_ai,connectivity.display_connector(s),display.high_dynamic_range_(hdr),storage.solid_state_drive_capacity,power.battery_type,price,connectivity.number_of_displayport_outputs_(total),key_specs.display_connector(s),graphics.number_of_gpu_cores,in_stock,memory.system_memory_ram_speed,general.brand,features.chrome_features,product_title,compatibility.operating_system,key_specs.wireless_connectivity,dimensions.product_depth,processor.processor_model,key_specs.processor_model,features.mac_features,warranty.manufacturer's_warranty_-_labor,graphics.advanced_graphics_rendering_technique(s),dimension.product_depth,key_specs.screen_resolution,features.keyboard_technology,connectivity.number_of_vga_ports,display.stylus_input,key_specs.battery_type,cooling.gpu_cooling_system,dimension.product_height,other.upc,general.color_category,key_specs.refresh_rate,power.power_supply_input,features.2-in-1_design,features.backlit_keyboard,storage.storage_type,included.stylus_included,display.color_gamut_(standard_rgb),key_specs.system_memory_(ram),key_specs.battery_life_(up_to),features.cable_lock_slot,memory.system_memory_(ram),dimension.product_width,key_specs.backlit_keyboard,general.model_number,connectivity.number_of_ethernet_ports,graphics.gpu_boost_clock_frequency,graphics.gpu_video_memory_type_(ram),connectivity.wireless_connectivity,display.display_surface,compatibility.operating_system_compatibility,key_specs.storage_type,features.gps_enabled,key_specs.graphics,display.display_type,connectivity.number_of_usb_type_c_charging_ports,connectivity.network_connectivity,memory.number_of_memory_sticks_included,graphics.unlocked_gpu,connectivity.data_plan_required,features.keyboard_included,processor.neural_processing_unit_(npu),storage.hard_drive_accelerator,memory.system_memory_ram_expandable_to,camera.front_facing_camera_video_resolution,connectivity.microphone_input,url,processor.maximum_npu_performance,compatibility.works_with,features.casing_material,features.customizable_case_lighting,camera.rear_facing_camera_megapixels,included.numeric_keypad,rating_average,graphics.gpu_video_memory_(ram),features.customizable_keyboard_lighting,features.foldable_screen,processor.cpu_cache_memory_level,features.touchpad_type,general.color,graphics.gpu_base_clock_frequency,key_specs.security_features,connectivity.wireless_networking_standard,processor.l3_cache,image_src,graphics.graphics,general.year_of_release,memory.expandable_memory_compatibility,camera.front_facing_camera_megapixels,processor.cpu_boost_clock_frequency,compatibility.operating_system_architecture,connectivity.number_of_thunderbolt_ports_(total),connectivity.displayport_over_usb-c,connectivity.number_of_hdmi_outputs_(total),graphics.graphics_type,features.security_features,memory.type_of_memory_(ram),certifications_&_listings.energy_star_certified,display.touch_screen
,IPS,,,,,,,,,No,Dolby Audio,3,1.8 gigahertz,,,,,512 gigabytes,,9 hours,,8-core,4 megabytes,,3-cell,,,2024-12-05 03:02:54,300 nits,3.52 pounds,,"Ideapad 1 15.6"" Full HD Touchscreen Laptop - Ryzen 7 5700U with 16GB Memory - AMD Radeon Graphics - 512GB SSD",Yes,1920 x 1080 (Full HD),16,,"1 x USB-A 2.0, 1 x USB-A 3.0, 1 x USB-C",,5700U,,(941 Reviews),,0.7 inches,,No,42 watts,,AMD,Yes,,Yes,1.8 gigahertz,,,,AMD Radeon,,,IPS,AX,300 nits,,Yes,512 gigabytes,15.6 inches,,15.6 inches,,Air,9.29 inches,2 x 1.5W,60Hz,Yes,,,1 year,Copilot,1 x HDMI,,512 gigabytes,Lithium-polymer,$799.99Your price for this item is $799.99,1,1 x HDMI,8,yes,3200 megahertz,Lenovo,,"Lenovo - Ideapad 1 15.6"" Full HD Touchscreen Laptop - Ryzen 7 5700U with 16GB Memory - AMD Radeon Graphics - 512GB SSD - Cloud Gray",Windows 11 Home,,14.17 inches,AMD Ryzen 7 5000 Series PRO,AMD Ryzen 7 5000 Series PRO,,1 year,,,1920 x 1080 (Full HD),,,,Lithium-polymer,,,197532658363,Gray,60Hz,,No,No,SSD,,,16 gigabytes,9 hours,,16 gigabytes,,No,82R400DTUS,,,,"Wi-Fi, Bluetooth",,,SSD,,AMD Radeon,LCD,,,,,,,,,,720p,Yes,https://www.bestbuy.com/site/lenovo-ideapad-1-15-6-full-hd-touchscreen-laptop-ryzen-7-5700u-with-16gb-memory-amd-radeon-graphics-512gb-ssd-cloud-gray/6555683.p?skuId=6555683,,,,,,,4.7,,,,"L2, L3",,Cloud Gray,,,,8 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6555/6555683_sd.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2023,,,4.3 gigahertz,64-bit,,,1,Integrated,,DDR4,No,Yes
No,,,,,,None,,,,No,Dolby Audio,3,2.8 gigahertz,,,,,256 gigabytes,,9 hours,,4-core (quad-core),2 megabytes,,3-cell,,,2024-12-05 03:02:58,220 nits,3.47 pounds,,"IdeaPad 1 15"" FHD Laptop - Ryzen 5 7520U - 16GB Memory with 256GB SSD Storage",Yes,1920 x 1080 (Full HD),8,"Secure Digital, MultiMediaCard (MMC)","1 x USB-A 2.0, 1 x USB-A 3.2, 1 x USB-C 3.2",,7520U,,(22 Reviews),0,0.7 inches,,No,,,AMD,Yes,,Yes,2.8 gigahertz,3735 milliampere hours,,,AMD Radeon,,,,AX,220 nits,Microsoft Office 365 (30 Day Trial),No,256 gigabytes,15.6 inches,,15.6 inches,,,9.29 inches,2 x 1.5W,,Yes,,,1 year limited,,1 x HDMI 1.4,,256 gigabytes,Lithium-polymer,$329.99Your price for this item is $329.99,,1 x HDMI 1.4,,yes,5500 megahertz,Lenovo,,"Lenovo - IdeaPad 1 15"" FHD Laptop - Ryzen 5 7520U - 16GB Memory with 256GB SSD Storage - Abyss Blue",Windows 11 Home in S Mode,,14.18 inches,AMD Ryzen 5 7000 Series,AMD Ryzen 5 7000 Series,,1 year limited,,,1920 x 1080 (Full HD),,,,Lithium-polymer,,,198154520175,Blue,,,No,No,SSD,No,,16 gigabytes,9 hours,,16 gigabytes,,No,82VG00QFUS,,,,"Wi-Fi, Bluetooth",,,SSD,,AMD Radeon,LCD,,,,,,,,,,720p,Yes,https://www.bestbuy.com/site/lenovo-ideapad-1-15-fhd-laptop-ryzen-5-7520u-16gb-memory-with-256gb-ssd-storage-abyss-blue/6588662.p?skuId=6588662,,,,,,,4.0,,,,"L2, L3",,Abyss Blue,,,Wi-Fi 6,4 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/cc1f93aa-41cb-4744-b60b-c6cfa8f50b60.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2024,,,4.3 gigahertz,,,,1,Integrated,,LPDDR5,Yes,No
No,IPS,,,,,None,,,,Yes,,3,,,,,Not Applicable,1024 gigabytes,,13.25 hours,,12-core,,,4-cell,PCIe,,2024-12-05 03:03:04,300 nits,4.14 pounds,,"Envy 2-in-1 16"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD",No,1920 x 1200 (WUXGA),,,"2 x USB-A 3.1, 1 x USB-C 3.1",,155U,,(543 Reviews),,0.72 inches,,Yes,65 watts,,Intel,Yes,,Yes,,,,,Intel,,Gold,IPS,,300 nits,,Yes,1024 gigabytes,16 inches,,16 inches,,,14.04 inches,Poly Studio with dual speakers,,Yes,,,1 year,Copilot,"1 x HDMI 2.1, 1 x Thunderbolt 4",,1024 gigabytes,Lithium-ion polymer,$699.99Your price for this item is $699.99,,"1 x HDMI 2.1, 1 x Thunderbolt 4",,yes,6400 megahertz,HP,,"HP - Envy 2-in-1 16"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Glacier Silver",Windows 11 Home,,9.68 inches,Intel Core Ultra 7 Series 1,Intel Core Ultra 7 Series 1,,1 year,,,1920 x 1200 (WUXGA),,,,Lithium-ion polymer,,,198122036547,Silver,,,Yes,Yes,SSD,,62.5 percent,16 gigabytes,13.25 hours,,16 gigabytes,,Yes,9S1R6UA#ABA,0,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Graphics,LED,,,,,,,No,,,,Yes,https://www.bestbuy.com/site/hp-envy-2-in-1-16-2k-touch-screen-laptop-intel-core-ultra-7-16gb-memory-1tb-ssd-glacier-silver/6571084.p?skuId=6571084,,,Aluminum,,,No,4.6,,,,L3,,Glacier Silver,,,Wi-Fi 6E,12 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/9109e022-3c5d-456f-94c8-8f7f63fa794e.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2024,,5 megapixels,4.8 gigahertz,,1,,1,Integrated,Privacy camera,LPDDR5,Yes,Yes
,Not Applicable,,,,,None,,,,Yes,Waves MaxxAudio Pro and Waves Nx 3D audio,0,1.8 gigahertz,,,,,1000 gigabytes,,28 hours,,16-core,,None,6-cell,PCIe,,2024-12-05 03:03:10,400 nits,4.8 pounds,,"XPS 16 - 16.3"" OLED UHD+ Touch Laptop - Intel Evo Edition Core Ultra 9 -32GB Memory - NVIDIA GeForce RTX 4060 - 1TB SSD",Yes,3840 x 2400,22,microSD,,,185H,,(29 Reviews),,0.74 inches,,No,130 watts,,Intel,Yes,,Yes,1.8 gigahertz,,,,NVIDIA,,Gold,Not Applicable,BE,400 nits,McAfee+ Premium Protection 1-year Subscription ; MS Office 30-Day Trial,Yes,1000 gigabytes,16.3 inches,,16.3 inches,,Air,14.1 inches,Quad-speaker,90Hz,Yes,,,1 Year Premium Support,,3 x Thunderbolt 4,,1000 gigabytes,Lithium-ion,"$2,349.99Your price for this item is $2,349.99",0,3 x Thunderbolt 4,,yes,3733 megahertz,Dell,,"Dell - XPS 16 - 16.3"" OLED UHD+ Touch Laptop - Intel Evo Edition Core Ultra 9 -32GB Memory - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum",Windows 11 Home,,9.4 inches,Intel Core Ultra 9 Series 1,Intel Core Ultra 9 Series 1,,1 Year Premium Support,,,3840 x 2400,,0,,Lithium-ion,,,884116471158,Silver,90Hz,,No,Yes,SSD,No,,32 gigabytes,28 hours,None,32 gigabytes,,Yes,XPS9640-9158SLV-PUS,0,,GDDR6,"Bluetooth, Wi-Fi",,,SSD,Yes,NVIDIA GeForce RTX 4060,OLED,,,,,,,,,,1080p,Yes,https://www.bestbuy.com/site/dell-xps-16-16-3-oled-uhd-touch-laptop-intel-evo-edition-core-ultra-9-32gb-memory-nvidia-geforce-rtx-4060-1tb-ssd-platinum/6575144.p?skuId=6575144,,,Aluminum,No,,No,4.5,8 gigabytes,No,No,L3,Haptic,Platinum,,,Wi-Fi 7,24 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6575/6575144cv16d.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4060,2024,,0.92 megapixels,5.1 gigahertz,64-bit,3,,0,Dedicated,Fingerprint reader,LPDDR5X,Yes,Yes
,,,,128 gigabytes,,None,,,,No,DTS Audio,,1.16 gigahertz,,,,,128 gigabytes,,10 hours,,4-core (quad-core),,,,,,2024-12-05 03:03:15,,3.53 pounds,,"Chromebook 315 - 15.6"" HD Laptop - Intel Pentium N6000 - 4GB LPDDR4X - 128GB eMMC (Protective Sleeve)",Yes,1366 x 768 (HD),,microSD,,,N6000,,(64 Reviews),,0.79 inches,,No,,,Intel,Yes,,Yes,1.16 gigahertz,,,,Intel,,,,AX,,,No,128 gigabytes,15.6 inches,,15.6 inches,,,14.42 inches,,,Yes,,,1 year,,2 x DisplayPort,,,Lithium-ion,$139.00Your price for this item is $139.00,2,2 x DisplayPort,,yes,,Acer,,"Acer - Chromebook 315 - 15.6"" HD Laptop - Intel Pentium N6000 - 4GB LPDDR4X - 128GB eMMC (Protective Sleeve) - Silver",Chrome OS,,9.61 inches,Intel Pentium,Intel Pentium,,1 year,,,1366 x 768 (HD),,,,Lithium-ion,,,195133228794,Silver,,,No,No,eMMC,No,,4 gigabytes,10 hours,Kensington Security Slot (K-Slot),4 gigabytes,,No,CB315-4H-P8FZ,,,,"Wi-Fi, Bluetooth",,,eMMC,,Intel UHD Graphics,LCD,,,,,,,,,,720p,Yes,https://www.bestbuy.com/site/acer-chromebook-315-15-6-hd-laptop-intel-pentium-n6000-4gb-lpddr4x-128gb-emmc-protective-sleeve-silver/6567960.p?skuId=6567960,,,,,,Yes,4.8,,,,,,Silver,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d371236b-3d85-40a8-99ea-be4f6b21283e.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics,2023,,,3.3 gigahertz,,,,,Integrated,Cable lock slot,LPDDR4X,No,No
,IPS,,,,,None,,,,Yes,,3,,,,,,512 gigabytes,,8 hours,,10-core,,,3-cell,,,2024-12-05 03:03:21,300 nits,3.35 pounds,,"Envy 2-in-1 14"" Full HD Touch-Screen Laptop - Intel Core 7 - 16GB Memory - 512GB SSD",Yes,1920 x 1080 (Full HD),,microSD,"1 x USB-C 3.1, 2 x USB-A 3.0",,150U,,(244 Reviews),,0.77 inches,,Yes,65 watts,,Intel,Yes,,Yes,,,,,Intel,,Gold,IPS,,300 nits,,Yes,512 gigabytes,14 inches,,14 inches,,,12.68 inches,Poly Studio with dual speakers,,Yes,,,1 year,Copilot,1 x HDMI 2.1,,512 gigabytes,Lithium-ion polymer,$949.99Your price for this item is $949.99,,1 x HDMI 2.1,,yes,3200 megahertz,HP,,"HP - Envy 2-in-1 14"" Full HD Touch-Screen Laptop - Intel Core 7 - 16GB Memory - 512GB SSD - Natural Silver",Windows 11 Home,,8.3 inches,Intel Core 7 Series 1,Intel Core 7 Series 1,,1 year,,,1920 x 1080 (Full HD),,,,Lithium-ion polymer,,,198122013630,Silver,,,Yes,Yes,SSD,,,16 gigabytes,8 hours,,16 gigabytes,,Yes,9R8R3UA#ABA,,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Graphics,LED,,,,,,,No,,,,Yes,https://www.bestbuy.com/site/hp-envy-2-in-1-14-full-hd-touch-screen-laptop-intel-core-7-16gb-memory-512gb-ssd-natural-silver/6571082.p?skuId=6571082,,,Aluminum,,,No,4.6,,,,L3,,Natural Silver,,,Wi-Fi 6E,12 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/0621b0be-9c7a-4fdd-9de9-cc46ea05bac4.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2023,,5 megapixels,5.4 gigahertz,,,,1,Integrated,"Fingerprint reader, Privacy camera",DDR4,Yes,Yes
,,,,,,None,,,,Yes,Dolby Atmos/ Smart AMP/ Harman Kardon/noise cancelling,4,1.4 gigahertz,,,,,1000 gigabytes,,10 hours,,14-core,,,4-cell,PCIe 4.0,,2024-12-05 03:03:26,400 nits,4.19 pounds,,Vivobook Pro 15 OLED Laptop - Intel Core Ultra 7 WITH 16GB Memory - NVIDIA GeForce RTX 3050 - 1TB SSD,Yes,1920 x 1080 (Full HD),,,"2 x USB-A 3.2, 1 x USB-C 4, 1 x USB-C 3.2",,Intel Core Ultra 7 155H,,(201 Reviews),,14 inches,,No,,,Intel,Yes,,Yes,1.4 gigahertz,,,,NVIDIA,,Silver,,AX,400 nits,MyASUS,No,1000 gigabytes,15.6 inches,,15.6 inches,,Air,9.26 inches,,60Hz,Yes,,,1 year,,"1 x HDMI 2.1, 1 x Thunderbolt 4",,1000 gigabytes,Lithium-ion,$849.99Your price for this item is $849.99,0,"1 x HDMI 2.1, 1 x Thunderbolt 4",,yes,5600 megahertz,ASUS,,ASUS - Vivobook Pro 15 OLED Laptop - Intel Core Ultra 7 WITH 16GB Memory - NVIDIA GeForce RTX 3050 - 1TB SSD - Earl Gray,Windows 11 Home,,0.79 inches,Intel Core Ultra 7 Series 1,Intel Core Ultra 7 Series 1,,1 year,"DLSS 2 (Deep Learning Super Sampling), Ray tracing",,1920 x 1080 (Full HD),,0,Built for Windows Ink (Active),Lithium-ion,,,197105402119,Gray,60Hz,DC Jack,No,Yes,SSD,,,16 gigabytes,10 hours,,16 gigabytes,,Yes,Q533MJ-U73050,1,,GDDR6,"Bluetooth, Wi-Fi",,,SSD,No,NVIDIA GeForce RTX 3050,OLED,,None,,,,,,,,1080p,Yes,https://www.bestbuy.com/site/asus-vivobook-pro-15-oled-laptop-intel-core-ultra-7-with-16gb-memory-nvidia-geforce-rtx-3050-1tb-ssd-earl-gray/6568760.p?skuId=6568760,,,Aluminum,No,,Yes,4.5,6 gigabytes,,No,,,Earl Gray,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6568/6568760_sd.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 3050,2024,,5 megapixels,4.8 gigahertz,64-bit,1,,1,Dedicated,Facial recognition,LPDDR5,Yes,No
,IPS,,,,,,10/100/1000,,,No,Nahimic Audio Solution,6,1.6 gigahertz,,,,No,2000 gigabytes,,5.2 hours,,24-core,,,4-cell,,,2024-12-05 03:03:32,300 nits,5.5 pounds,,"Legion Pro 5i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i9 with 32GB Memory - NVIDIA GeForce RTX 4070 8GB - 2TB SSD",No,2560 x 1600,32,,"4 x USB-A 3.2, 2 x USB-C 3.2",,14900HX,,(111 Reviews),2,1.06 inches,,No,300 watts,,Intel,Yes,,Yes,1.6 gigahertz,,,,NVIDIA,,,IPS,AX,300 nits,"Microsoft Office 365 (30 Day Trial), McAfee LiveSafe (30 Day Trial)",No,2000 gigabytes,16 inches,,16 inches,,Air,14.31 inches,2 x 2W,165Hz,Yes,,,1 year limited,Copilot,1 x HDMI 2.1,,2000 gigabytes,Lithium-ion polymer,"$1,899.99Your price for this item is $1,899.99",,1 x HDMI 2.1,,yes,5600 megahertz,Lenovo,,"Lenovo - Legion Pro 5i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i9 with 32GB Memory - NVIDIA GeForce RTX 4070 8GB - 2TB SSD - Onyx Grey",Windows 11 Home,,10.31 inches,Intel Core i9 14th Generation,Intel Core i9 14th Generation,,1 year limited,"DLSS 3 (Deep Learning Super Sampling), Ray tracing",,2560 x 1600,,,,Lithium-ion polymer,,,197530466410,Gray,165Hz,,No,Yes,SSD,,,32 gigabytes,5.2 hours,,32 gigabytes,,Yes,83DF00A8US,1,2.17 gigahertz,GDDR6,"Bluetooth, Wi-Fi",,,SSD,,NVIDIA GeForce RTX 4070,LCD,,,,,,,,,64 gigabytes,1080p,Yes,https://www.bestbuy.com/site/lenovo-legion-pro-5i-16-gaming-laptop-wqxga-intel-14th-gen-core-i9-with-32gb-memory-nvidia-geforce-rtx-4070-8gb-2tb-ssd-onyx-grey/6575390.p?skuId=6575390,,,Aluminum,,,Yes,4.7,8 gigabytes,RGB,,,,Onyx Grey,1.23 gigahertz,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6575/6575390_sd.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4070,2024,,,5.8 gigahertz,64-bit,,,1,Dedicated,Privacy camera,DDR5,No,No
,IPS,,,,,None,,,,Yes,Poly Studio with dual speakers,4,,,,,,512 gigabytes,,15.25 hours,,6-core,,,4-cell,,,2024-12-05 03:03:38,300 nits,4.23 pounds,,"Envy 2-in-1 16"" 2K Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 512GB SSD",,1920 x 1200 (WUXGA),,,"2 x USB-C 3.1, 2 x USB-A 3.1",,8640HS,,(283 Reviews),,0.72 inches,,Yes,65 watts,,AMD,Yes,,Yes,,,,,AMD Radeon,,Gold,IPS,,300 nits,,Yes,512 gigabytes,16 inches,,16 inches,,,14.04 inches,,,Yes,,,1 year,Copilot,1 x HDMI 2.1,,512 gigabytes,Lithium-ion polymer,$449.99Your price for this item is $449.99,,1 x HDMI 2.1,,yes,6400 megahertz,HP,,"HP - Envy 2-in-1 16"" 2K Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 512GB SSD - Meteor Silver",Windows 11 Home,,9.68 inches,AMD Ryzen 5 8000 Series,AMD Ryzen 5 8000 Series,,1 year,,,1920 x 1200 (WUXGA),,,,Lithium-ion polymer,,,198122014200,Silver,,,Yes,Yes,SSD,,,8 gigabytes,15.25 hours,,8 gigabytes,,Yes,9R8R9UA#ABA,,,,"Bluetooth, Wi-Fi",,,SSD,,AMD Radeon,LED,,,,,,,No,,,,Yes,https://www.bestbuy.com/site/hp-envy-2-in-1-16-2k-touch-screen-laptop-amd-ryzen-5-8gb-memory-512gb-ssd-meteor-silver/6571080.p?skuId=6571080,,,Aluminum,,,No,4.7,,,,L3,,Meteor Silver,,,Wi-Fi 6E,16 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/a503fc2f-eb2f-46e1-a180-ead4b677f2a8.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2024,,5 megapixels,4.9 gigahertz,,,,1,Integrated,Privacy camera,LPDDR5,Yes,Yes
,IPS,,,64 gigabytes,,,,,,No,,3,1.1 gigahertz,,,,,64 gigabytes,,10 hours,,4-core (quad-core),,,,,,2024-12-05 03:03:44,220 nits,2.87 pounds,,"ASUS 14"" FHD Laptop - Intel Pentium N6000 with 4GB Memory - 64GB eMMC",,1920 x 1080 (Full HD),,,"1 x USB-A 2.0, 1 x USB-A 3.2, 1 x USB-C 3.2",,Intel Pentium N6000,,(36 Reviews),,0.72 inches,,No,33 watts,,Intel,Yes,,Yes,1.1 gigahertz,,,,Intel,,,IPS,AC,220 nits,,No,64 gigabytes,14 inches,45 percent,14 inches,,Air,8.54 inches,,60Hz,Yes,,,1 year,,1 x HDMI 1.4,,,Lithium-ion,$119.99Your price for this item is $119.99,0,1 x HDMI 1.4,,yes,3200 megahertz,ASUS,,"ASUS 14"" FHD Laptop - Intel Pentium N6000 with 4GB Memory - 64GB eMMC - Star Black",Windows 11 Home,,12.8 inches,Intel Pentium,Intel Pentium,,1 year,,,1920 x 1080 (Full HD),,0,,Lithium-ion,,,197105620605,Black,60Hz,,No,No,eMMC,,,4 gigabytes,10 hours,,4 gigabytes,,No,E410KA-PM464,,,,"Wi-Fi, Bluetooth",,,eMMC,No,Intel UHD Graphics,LED,,,,,,,No,,,720p,Yes,https://www.bestbuy.com/site/asus-14-fhd-laptop-intel-pentium-n6000-with-4gb-memory-64gb-emmc-star-black/6587794.p?skuId=6587794,,,,,,No,4.2,,,No,,,Star Black,,,Wi-Fi 5,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/ca47eda4-9755-4c9b-aa0e-9cb79f39e666.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics,2024,,,3.3 gigahertz,,0,,1,Integrated,,DDR4,No,No
,Retina Display,,,,,,,,,Yes,Spatial Audio and Dolby Atmos,,,,,,Siri,1000 gigabytes,,22 hours,,8-core,,,6-cell,,,2024-12-05 03:03:49,1000 nits,3.5 pounds,,MacBook Pro 14-inch Laptop M3 chip Built for Apple Intelligence - 16GB Memory - 1TB SSD,Yes,3024 x 1964,,Secure Digital,,,Apple M3,,(142 Reviews),,0.61 inches,,,,,Apple,Yes,,Yes,,,,,Apple,,Gold,Retina Display,AX,1000 nits,,No,1000 gigabytes,14.2 inches,,14.2 inches,,,12.31 inches,,,Yes,,,Apple One (1) Year Limited Warranty,,"3 x Thunderbolt 4, 1 x HDMI",,1000 gigabytes,Lithium-ion,"$1,399.00Your price for this item is $1,399.00",,"3 x Thunderbolt 4, 1 x HDMI",,yes,,Apple,,Apple - MacBook Pro 14-inch Laptop M3 chip Built for Apple Intelligence - 16GB Memory - 1TB SSD - Space Gray,macOS Sonoma 14,,8.71 inches,Apple M3,Apple M3,Touch ID sensor,Apple One (1) Year Limited Warranty,,,3024 x 1964,,,,Lithium-ion,,,195949640582,Space Gray,,MagSafe,,Yes,SSD,,,16 gigabytes,22 hours,,16 gigabytes,,Yes,MXE03LL/A,,,,"Bluetooth, Wi-Fi",,,SSD,,Apple M3 10-core,LED,,,,,,,,,,1080p,No,https://www.bestbuy.com/site/apple-macbook-pro-14-inch-laptop-m3-chip-built-for-apple-intelligence-16gb-memory-1tb-ssd-space-gray/6565897.p?skuId=6565897,,Siri,Aluminum,,,,4.8,,,,,,Space Gray,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6565/6565897_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Apple M3 10-core,2023,,,,,3,,1,Integrated,,Not provided,Yes,No
