Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),No_of_Reviews
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,Windows 11 Home,1920 x 1200 Pixel,4.3,9.15,455.88,True,2024-11-04 16:55:22,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_491&otracker=browse&fm=organic&iid=en_nLMIBAXMgEW8-jLvolthXPihFCVUwCLU5tZ75mVYntUHFsSQO-I6RJ8BXpe9CyP7z_8cF9HsOQSiLOd1Mkz5NvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,16.0,8,,14.02 x 9.98 x 0.69 inches,3.75,150.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixel,3.9,,383.88,True,2024-11-04 16:55:27,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itmb1555a1a37c32?pid=COMHY24RZCQ5YRXG&lid=LSTCOMHY24RZCQ5YRXGDONXO7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_492&otracker=browse&fm=organic&iid=en_nLMIBAXMgEW8-jLvolthXPihFCVUwCLU5tZ75mVYntWMrkPNvehdDURd1_3hamQ5PL7BNtKocMyH38-n4ALCFQ%3D%3D&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,14.0,8,,12.67 x 8.13 x 0.76 inches,3.2,29.0
SAMSUNG,NP750QGK-KG2IN / NP750QGK-LG2IN,NP750QGK-KG2IN / NP750QGK-LG2IN,Intel,Core 7,SSD,Windows 11 Home,1920 x 1080 Pixel,4.0,8.7,1415.88,True,2024-11-04 16:55:33,https://www.flipkart.com/samsung-galaxy-book4-360-evo-intel-core-7-150u-16-gb-512-gb-ssd-windows-11-home-np750qgk-kg2in-np750qgk-lg2in-2-1-laptop/p/itm585fd6251c14b?pid=COMGY2H4GBAGGFW3&lid=LSTCOMGY2H4GBAGGFW3KN5FBM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_493&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGY2H4GBAGGFW3.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,,16,,,,14.0
Acer,CB314-1H,CB314-1H,Intel,Celeron Dual Core,eMMC,Chrome,1366 x 768 Pixel,4.0,,203.88,True,2024-11-04 16:55:38,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4020-4-gb-64-gb-emmc-storage-chrome-os-cb314-1h-laptop/p/itm74362cbd48e77?pid=COMGP2YUUZGCTWE4&lid=LSTCOMGP2YUUZGCTWE4YL7QRS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_494&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGP2YUUZGCTWE4.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,64,14.0,4,,,,97.0
Lenovo,TP E14 Gen 5,TP E14 Gen 5,AMD,Ryzen 5 Hexa Core,SSD,Windows 11 Home,1920 x 1200 Pixel,4.0,12.38,551.88,True,2024-11-04 16:55:42,https://www.flipkart.com/lenovo-thinkpad-e14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-tp-gen-thin-light-laptop/p/itm2fd15091cea4c?pid=COMGQRD7JGPZMFMD&lid=LSTCOMGQRD7JGPZMFMDOOKENG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_495&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGQRD7JGPZMFMD.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,14.0,8,,12.32 x 8.63 x 0.71 inches,3.11,98.0
DELL,Inspiron 5430,IN54308TR2G001ORS1,Intel,Core i5,SSD,Windows 11 Home,1920 X 1080$$Pixels pixel,3.9,6.0,743.88,True,2024-11-04 16:55:47,https://www.flipkart.com/dell-inspiron-5430-intel-core-i5-13th-gen-16-gb-512-gb-ssd-windows-11-home-in54308tr2g001ors1-thin-light-laptop/p/itm5c63db6341636?pid=COMGQ2TVQWSF2S7H&lid=LSTCOMGQ2TVQWSF2S7HPET4NA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_496&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGQ2TVQWSF2S7H.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,,16,,,,131.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixel,4.2,,335.88,True,2024-11-04 16:55:51,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7452347fa2428?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_497&otracker=browse&fm=organic&iid=en_nLMIBAXMgEW8-jLvolthXPihFCVUwCLU5tZ75mVYntXbPC36ORHX92pMEw_l8PG7CM47U5jRINhY2hhe4vmUjA%3D%3D&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,14.0,8,,12.67 x 8.13 x 0.76 inches,3.2,2360.0
SAMSUNG,NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixel,4.5,,767.88,True,2024-11-04 16:55:56,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_498&otracker=browse&fm=organic&iid=en_nLMIBAXMgEW8-jLvolthXPihFCVUwCLU5tZ75mVYntUgzy_5TmMRy5HP0XQt4aX2gWSsc73UnRBEUEbFFzKm1A%3D%3D&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,15.6,16,,,3.42,3084.0
DELL,Inspiron 3520,Inspiron 3520,Intel,Core i5,SSD,Windows 11 Home,1920 X 1080 Pixel,3.9,,610.68,True,2024-11-04 16:56:00,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itmea0bf08806ad0?pid=COMGWFY5FAPTFVVQ&lid=LSTCOMGWFY5FAPTFVVQA34QJN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_499&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGWFY5FAPTFVVQ.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,15.6,16,,,3.64,46.0
Apple,MacBook Air,MRXV3HN/A,Apple,M3,SSD,macOS Sonoma,2560 x 1664 Pixel,4.6,18.0,1259.88,True,2024-11-04 16:56:05,https://www.flipkart.com/apple-macbook-air-m3-8-gb-256-gb-ssd-macos-sonoma-mrxv3hn-a/p/itm5c4be2e024c52?pid=COMGYP5GQYWH6WWS&lid=LSTCOMGYP5GQYWH6WWSQ9NBIL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_500&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGYP5GQYWH6WWS.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,256,13.0,8,,11.97 x 8.46 x 0.44 inches,2.73,439.0
SAMSUNG,Galaxy Book2 Pro,NP930XED-KB3IN,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixel,4.5,,1115.88,True,2024-11-04 16:56:08,https://www.flipkart.com/samsung-galaxy-book2-pro-evo-amoled-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-np930xed-kb3in-thin-light-laptop/p/itmadaca4430ea2a?pid=COMGQFHY5EXJSPZ4&lid=LSTCOMGQFHY5EXJSPZ4PHFJ32&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_501&otracker=browse&fm=organic&iid=en_nLMIBAXMgEW8-jLvolthXPihFCVUwCLU5tZ75mVYntXszjfEyE6z2PraLUBDATwmqUM0Ca51BKpBEuJsTMyy3uI7uWi7bi3WLqk6JF-UYDE%3D&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,13.3,16,,11.98 x 7.87 x 0.45 inches,1.92,1983.0
Acer,A324-51,A324-51,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixel,4.0,,419.88,True,2024-11-04 16:56:13,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24RMZ8PUDTT&lid=LSTCOMHY24RMZ8PUDTT6GAEHA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_502&otracker=browse&fm=organic&iid=en_nLMIBAXMgEW8-jLvolthXPihFCVUwCLU5tZ75mVYntW3lC1-ASmG1TIh8iLsbw224zmof1zJ-79aK9zhO4gJSIE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,14.0,16,,12.67 x 8.13 x 0.76 inches,3.2,1669.0
ASUS,FA401WV-RG037WS,FA401WV-RG037WS,AMD,Ryzen AI 9 12 Core,SSD,Windows 11 Home,2560 x 1600 Pixel,5.0,,2039.88,True,2024-11-04 16:56:18,https://www.flipkart.com/asus-tuf-gaming-a14-2024-ai-pc-amd-ryzen-9-12-core-hx-370-32-gb-2-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-165-hz-100-w-fa401wv-rg037ws-laptop/p/itm3dcdb2ecfd6bc?pid=COMH2XBQQGJ6FWP3&lid=LSTCOMH2XBQQGJ6FWP369VILT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_503&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMH2XBQQGJ6FWP3.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,4096,14.0,32,,12.24 x 8.94 x 0.78 inches,3.22,3.0
HP,14-ew0116TU,14-ew0116TU,Intel,Core i5,SSD,Windows 11 Home,1920 x 1200 Pixel,4.3,,850.8,True,2024-11-04 16:56:23,https://www.flipkart.com/hp-pavilion-plus-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-14-ew0116tu-thin-light-laptop/p/itm565ffefa3cf12?pid=COMGYAM9QQECTR6A&lid=LSTCOMGYAM9QQECTR6ABQLPSQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_21_504&otracker=browse&fm=organic&iid=7d97214e-2a8e-420e-a442-5609d42d622d.COMGYAM9QQECTR6A.SEARCH&ppt=None&ppn=None&ssid=k8vlcc6x0w0000001730660332029,Flipkart,512,14.0,16,,,3.17,64.0
ASUS,CX1400FKA-EC0168,CX1400FKA-EC0168,Intel,Celeron Dual Core,eMMC,Chrome,1920 x 1080 Pixel,4.2,,299.88,True,2024-11-04 16:56:29,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cx1400fka-ec0168-laptop/p/itm13932b717d1b3?pid=COMGSHM3PGMY8PG9&lid=LSTCOMGSHM3PGMY8PG9OKYAXO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_505&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGSHM3PGMY8PG9.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,128,14.0,8,,12.85 x 9.01 x 0.73 inches,3.59,123.0
HP,15-fb0106AX,15-fb0106AX,AMD,Ryzen 5 Hexa Core,SSD,Windows 11 Home,1920 x 1080 Pixel,4.3,,723.24,True,2024-11-04 16:56:35,https://www.flipkart.com/hp-victus-15-amd-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fb0106ax-gaming-laptop/p/itm3ea1cc12420ee?pid=COMGHYYKEHWMVZY7&lid=LSTCOMGHYYKEHWMVZY7I6HIQW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_506&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGHYYKEHWMVZY7.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,15.3,16,,14.09 x 9.44 x 0.89 inches,,516.0
ASUS,S3402ZA-KM501WS,S3402ZA-KM501WS,Intel,Core i5,SSD,Windows 11 Home,2880 x 1800 Pixels,4.4,,743.88,True,2024-11-04 16:56:40,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_507&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0wGH6VPSkb7ipRl7pclwN5ka-gR24cMj8STGHW9Vj_vYk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,14.0,16,,12.46 x 8.84 x 0.74 inches,3.31,4489.0
ASUS,S3402ZA-LY522WS,S3402ZA-LY522WS,Intel,Core i5,SSD,Windows 11 Home,1920 x 1200 Pixel,4.3,,755.88,True,2024-11-04 16:56:44,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_508&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0zqXIclyHkELXD7Qcg2-fie9Wy-xiq_iFsaDu41TzXmfYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,,8,,,3.31,2140.0
HP,ef2034TU,14-ef2034TU,Intel,Core i7,SSD,Windows 11 Home,3000 x 2000 Pixel,3.9,,1811.88,True,2024-11-04 16:56:49,https://www.flipkart.com/hp-spectre-x360-oled-eyesafe-evo-intel-core-i7-13th-gen-1355u-32-gb-1-tb-ssd-windows-11-home-14-ef2034tu-thin-light-laptop/p/itm41b4b90a8513b?pid=COMGZ3S6MHBN4FRF&lid=LSTCOMGZ3S6MHBN4FRFDSC3JF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_509&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGZ3S6MHBN4FRF.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,2048,13.5,32,,11.73 x 8.67 x 0.63 inches,2.95,
HP,14b-cd0014TU,14b-cd0014TU,Intel,Core N,UFS,Chrome Plus,1920 x 1080 Pixel,3.9,10.0,587.88,True,2024-11-04 16:56:56,https://www.flipkart.com/hp-chromebook-plus-intel-core-n-n305-8-gb-256-gb-chrome-plus-14b-cd0014tu-laptop/p/itm8b7e332e40b2a?pid=COMH2V5YJGNRZFFQ&lid=LSTCOMH2V5YJGNRZFFQO1JINK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_510&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMH2V5YJGNRZFFQ.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,256,14.0,8,,12.72 x 8.28 x 0.8 inches,3.02,
Acer,A325-42,A325-42,AMD,Ryzen 3 Quad Core,SSD,Windows 11 Home,1920 x 1080 Pixel,4.1,,359.88,True,2024-11-04 16:57:01,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_511&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0w4NbQdmiuvT175nRKpLE-I_phr_QPy3TJIIU9aumuUnvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,15.6,8,,14.2 x 9.97 x 0.76 inches,3.95,90.0
HP,15s-fy5003TU,15s-fy5003TU,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixel,4.3,,455.88,True,2024-11-04 16:57:06,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_512&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0yaWap5Twgv5CxPvUgYorDwmPxbJh9oxDF02GBMfRM3ZQ%3D%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,,8,,,3.73,5515.0
Lenovo,V15 G2 ALC,V15 G2 ALC,AMD,Ryzen 3 Quad Core,SSD,Windows 11 Home,1920 x 1080 Pixels,3.6,7.5,347.88,True,2024-11-04 16:57:10,https://www.flipkart.com/lenovo-v15-g2-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-alc-laptop/p/itm31883dc0a495e?pid=COMGHJ46CFUJSZZE&lid=LSTCOMGHJ46CFUJSZZERPLYKN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_513&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGHJ46CFUJSZZE.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,,8,,14.14 x 9.28 x 0.78 inches,,22.0
DELL,Vostro 14 3000,VOS 3480,Intel,Core i5,HDD,Linux,1366 x 768 Pixel,4.2,6.0,561.48,True,2024-11-04 16:57:16,https://www.flipkart.com/dell-vostro-14-3000-intel-core-i5-8th-gen-8265u-8-gb-1-tb-hdd-linux-2-gb-graphics-vos-3480-laptop/p/itm36a9061fc97ba?pid=COMFHTHRPGSA9DZZ&lid=LSTCOMFHTHRPGSA9DZZOIDZKF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_514&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMFHTHRPGSA9DZZ.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,2048,,8,,13.35 x 9.52 x 0.78 inches,,3245.0
ASUS,Vivobook Go 14,E1404FA-NK522WS,AMD,Ryzen 5 Quad Core,SSD,Windows 11 Home,1920 x 1080$$Pixels pixel,4.3,,455.88,True,2024-11-04 16:57:20,https://www.flipkart.com/asus-amd-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk522ws-thin-light-laptop/p/itmeb745cd6f6289?pid=COMGZ2Y4SGZZBCFJ&lid=LSTCOMGZ2Y4SGZZBCFJDXC7VC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_515&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGZ2Y4SGZZBCFJ.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,,8,,,,48.0
DELL,Inspiron 3511,Inspiron 3511,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixel,4.1,7.0,569.88,True,2024-11-04 16:57:26,https://www.flipkart.com/dell-inspiron-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itme2b619cd3dc1f?pid=COMG9NYD3C9ZVGPX&lid=LSTCOMG9NYD3C9ZVGPXPGLLYQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_516&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMG9NYD3C9ZVGPX.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,,8,,14.09 x 9.25 x 0.74 inches,,228.0
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,Windows 11 Home,1920 x 1200 Pixel,4.3,9.15,455.88,True,2024-11-04 16:57:30,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_517&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0x2mF37MET6S0scGNpnFgm7z_8cF9HsOQSiLOd1Mkz5NvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,16.0,8,,14.02 x 9.98 x 0.69 inches,3.75,150.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixel,3.9,,383.88,True,2024-11-04 16:57:33,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itmb1555a1a37c32?pid=COMHY24RZCQ5YRXG&lid=LSTCOMHY24RZCQ5YRXGDONXO7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_518&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0zIYvdvMqI7iXN1y6loINxXPL7BNtKocMyH38-n4ALCFQ%3D%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,14.0,8,,12.67 x 8.13 x 0.76 inches,3.2,29.0
HP,14-fc0106TU,14-fc0106TU,Intel,Core Ultra 7,SSD,Windows 11 Home,1920 x 1200 Pixel,4.0,,1259.88,True,2024-11-04 16:57:37,https://www.flipkart.com/hp-envy-ai-pc-intel-core-ultra-7-155u-16-gb-512-gb-ssd-windows-11-home-14-fc0106tu-thin-light-laptop/p/itm6a880196bef02?pid=COMGYFMDGWW5UUVG&lid=LSTCOMGYFMDGWW5UUVG3PJLN8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_519&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGYFMDGWW5UUVG.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,,16,,12.36 x 8.94 x 0.69 inches,3.17,7.0
MSI,Commercial 14 H A13MG vPro-065IN,Commercial 14 H A13MG vPro-065IN,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1200 Pixel,4.2,,1319.88,True,2024-11-04 16:57:40,https://www.flipkart.com/msi-commercial-14-h-pro-intel-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-pro-a13mg-vpro-065in-business-laptop/p/itme0390ae48350b?pid=COMGYSFGHDFJUCWY&lid=LSTCOMGYSFGHDFJUCWY8IBVFY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_520&otracker=browse&fm=organic&iid=ae7e5da1-ac60-4fec-a668-99611453f223.COMGYSFGHDFJUCWY.SEARCH&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,2048,14.0,32,,12.35 x 9.29 x 0.73 inches,3.53,
Acer,A324-51,A324-51,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixel,4.2,,335.88,True,2024-11-04 16:57:43,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7452347fa2428?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_521&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0yO2lWJXUk4Bqnj3X9PBRN5CM47U5jRINhY2hhe4vmUjA%3D%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,14.0,8,,12.67 x 8.13 x 0.76 inches,3.2,2360.0
SAMSUNG,NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixel,4.5,,767.88,True,2024-11-04 16:57:46,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_22_522&otracker=browse&fm=organic&iid=en_khrfkQs67LByTIGlKMWmhuzATCa00z2LJ05Ab7cjg0wZdpq0bkHOwBgr1Z8X7_-HgWSsc73UnRBEUEbFFzKm1A%3D%3D&ppt=None&ppn=None&ssid=5t8ch7fhsw0000001730660338445,Flipkart,512,15.6,16,,,3.42,3084.0
