Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Storage,Rating,Screen_Size,RAM,Source
Dell,Latitude 7000,Intel,Windows11, Core Ultra - 2P5HR,0.0,"$1,579.99",SSD,256,0 Reviews,16,16,BestBuy
Dell,Latitude 7000,Intel,Windows11, Core Ultra - K6MY7,0.0,"$1,909.99",SSD,512,0 Reviews,16,16,BestBuy
Dell,Precision,Intel,Windows11, Core Ultra - X8G6W,0.0,"$2,339.99",SSD,512,0 Reviews,14,32,BestBuy
HP,ProBook,AMD Ryzen,Windows11, 5 - A1RM7UT#ABA,0.0,$759.99,SSD,256,0 Reviews,16,16,BestBuy
Dell,Latitude,Intel,Windows11, 6th Gen - 5480,0.0,$287.50,SSD,256,0 Reviews,14,8,BestBuy
ASUS,ROG Zephyrus,Intel,Windows11, Core Ultra - GU605MY-XS96,0.0,"$3,399.99",SSD,1024,0 Reviews,16,32,BestBuy
Lenovo,ThinkPad,No Info,Windows11,No Info - 21M70005US,0.0,"$1,149.99",SSD,512,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,No Info,Windows11,No Info - 21M70004US,0.0,"$1,019.99",SSD,512,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,No Info,Windows11,No Info - 21MA0004US,0.0,"$1,019.99",SSD,512,0 Reviews,16,16,BestBuy
HP,OMEN,Intel,Windows11, Core i7 - 16-U0010NR,0.0,"$1,735.99",SSD,1024,0 Reviews,16,16,BestBuy
Lenovo,Refurbished,Intel,Windows11, 8th Gen - T490,0.0,$469.31,SSD,512,0 Reviews,14,16,BestBuy
MSI,CreatorPro,Intel,Windows11, Core i7 - CProM1614289,0.0,"$1,699.00",SSD,1024,0 Reviews,16,32,BestBuy
Lenovo,ThinkPad,AMD Ryzen,Windows11, 5 - 21MC000LUS,0.0,"$1,319.99",SSD,512,0 Reviews,14,32,BestBuy
MSI,CreatorPro,Intel,Windows11, Core i7 - CProM1614288,0.0,"$2,299.00",SSD,1024,0 Reviews,16,32,BestBuy
ASUS,ROG Zephyrus,Intel,Windows11, Core Ultra - GU605MZ-XS96,0.0,"$2,799.99",SSD,1024,0 Reviews,16,32,BestBuy
Lenovo,ThinkBook,No Info,Windows11,No Info - 21MX000GUS,0.0,"$1,209.99",SSD,512,0 Reviews,14,16,BestBuy
Lenovo,ThinkBook,No Info,Windows11,No Info - 21MX0006US,0.0,$929.99,SSD,512,0 Reviews,14,16,BestBuy
Samsung,Refurbished,No Info,Windows11,No Info - GSRF NP340XLA-KA1US,5.0,$349.99,eMMC,128eMMC,2.8,14.0,4,BestBuy
MSI,Modern 15,Intel,Windows11, Core i7 - MOD1513885,0.0,$949.00,SSD,1024,0 Reviews,15.6,16,BestBuy
MSI,Modern 15,Intel,Windows11, Core i5 - MOD1513886,0.0,$849.00,SSD,1024,0 Reviews,15.6,16,BestBuy
GIGABYTE,No Model,Intel,Windows11, i9 - AERO 16 YE5-94US948HP,13.0,"$4,299.99",SSD,2048,3,16,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 850 G6,0.0,$559.99,SSD,1024,0 Reviews,15.6,32,BestBuy
MSI,Prestige,Intel,Windows11, Core Ultra - PRE16EVO14048,0.0,"$1,899.00",SSD,2048,0 Reviews,16,32,BestBuy
MSI,Prestige,Intel,Windows11, Core Ultra - PRE16STU14091,0.0,"$2,099.00",SSD,1024,0 Reviews,16,32,BestBuy
MSI,Prestige,Intel,Windows11, Core Ultra - PRE14STU14029,0.0,"$1,949.00",SSD,1024,0 Reviews,14,32,BestBuy
MSI,Prestige,Intel,Windows11, Core Ultra - PRE14EVO14048,0.0,"$1,649.00",SSD,1024,0 Reviews,14,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 850 G6,0.0,$559.99,SSD,1024,0 Reviews,15.6,32,BestBuy
MSI,Prestige,Intel,Windows11, Core Ultra - PRE16STU14090,0.0,"$2,299.00",SSD,1024,0 Reviews,16,32,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1LC2UT#ABA,0.0,$839.99,SSD,256,0 Reviews,14,16,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1LC3UT#ABA,0.0,$989.99,SSD,512,0 Reviews,14,16,BestBuy
HP,No Model,Intel,Windows11, Core Ultra - A6UC2UT#ABA,0.0,"$1,239.99",SSD,256,0 Reviews,16,16,BestBuy
Dell,Precision,Intel,Windows11, 10th Gen - Precision 7550,0.0,"$1,265.99",SSD,2048,0 Reviews,15.6,16,BestBuy
HP,ProBook,AMD Ryzen,Windows11, 7 - A1RM8UT#ABA,0.0,$869.99,SSD,512,0 Reviews,16,16,BestBuy
HP,ProBook,AMD Ryzen,Windows11, 5 - A1RM3UT#ABA,0.0,$759.99,SSD,256,0 Reviews,14,16,BestBuy
HP,ProBook,AMD Ryzen,Windows11, 7 - A1RM4UT#ABA,0.0,$869.99,SSD,512,0 Reviews,14,16,BestBuy
HP,ProBook,AMD Ryzen,Windows11, 5 - A1RM1UT#ABA,0.0,$659.99,SSD,256,0 Reviews,14,8,BestBuy
HP,ProBook,AMD Ryzen,Windows11, 5 - A1RM6UT#ABA,0.0,$659.99,SSD,256,0 Reviews,16,8,BestBuy
Dell,Latitude 3000,Intel,Windows11, Core i5 - 1TD24,0.0,$979.99,SSD,256,0 Reviews,13.3,16,BestBuy
MSI,Modern 15,Intel,Windows11, Core i9 - MOD15H13213,0.0,"$1,149.00",SSD,1024,0 Reviews,15.6,32,BestBuy
HP,EliteBook 840 G8,Intel,Windows11, 11th Gen - 840 G8,0.0,$915.99,SSD,2048,0 Reviews,14,32,BestBuy
Dell,Latitude,Intel,Windows11, 11th Gen - 7420,5.0,$719.99,SSD,512,4.6,14,32,BestBuy
HP,No Model,Intel,Windows11, N - A0MJ6UA#ABA,0.0,$359.99,eMMC,128eMMC,0 Reviews,15.6,4,BestBuy
Alienware,m16,Intel,Windows11, Core Ultra - BBY-D99CMFX,0.0,"$1,899.99",SSD,1024,0 Reviews,16.0,32,BestBuy
Lenovo,Legion,AMD Ryzen,Windows11, 7 8845HS - 83DH000PUS,0.0,"$1,549.99",SSD,512,0 Reviews,16,16,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1LH5UT#ABA,0.0,"$1,019.99",SSD,512,0 Reviews,16,16,BestBuy
Microsoft,Refurbished,Intel,Windows11, Core i5 - GSRF VGY-00001,5.0,$679.99,SSD,128,3.6,13.5,8,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1LD3UT#ABA,0.0,$779.99,SSD,256,0 Reviews,16,8,BestBuy
Dell,Latitude 7000,Intel,Windows11, Core Ultra - X1DJR,0.0,"$1,769.99",SSD,256,0 Reviews,14,16,BestBuy
MSI,Prestige,Intel,Windows11, Core Ultra - PRE13EVO14029,0.0,"$1,199.99",SSD,1024,0 Reviews,13.3,16,BestBuy
ASUS,Zenbook,Intel,Windows11, Core Ultra - UX5406SA-PH79T,0.0,"$1,499.99",SSD,1024,0 Reviews,14,32,BestBuy
MSI,Summit,Intel,Windows11, Core Ultra - SUM16STU14036,0.0,"$2,069.00",SSD,512,0 Reviews,16,32,BestBuy
MSI,Summit,Intel,Windows11, Core Ultra - SUM16STU14037,0.0,"$2,169.00",SSD,512,0 Reviews,16,32,BestBuy
Dell,XPS,Intel,Windows11, Core Ultra - P1FNF,0.0,"$1,619.99",SSD,512,0 Reviews,14.5,16,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1LC4UT#ABA,0.0,"$1,049.99",SSD,512,0 Reviews,14,16,BestBuy
Dell,Latitude,Intel,Windows11, 10th Gen - 5410,5.0,$619.99,SSD,1024,4.6,14,32,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1ND8UT#ABA,0.0,$889.99,SSD,256,0 Reviews,14,16,BestBuy
Acer,TravelMate,Intel,Windows11, with 8GB - NXVYZAA002,0.0,$429.99,SSD,128,0 Reviews,11.6,8,BestBuy
Acer,TravelMate,Intel,Windows11, with 8GB - NXVYZAA004,0.0,$409.99,SSD,128,0 Reviews,11.6,8,BestBuy
HP,ProBook,Intel,Windows11, Core i5 - 9E918ATABA,0.0,$779.99,SSD,256,0 Reviews,15.6,8,BestBuy
MSI,Commercial 14 H A13MG,Intel,Windows11, Core i5 - COM1413002,0.0,$883.99,SSD,512,0 Reviews,14,16,BestBuy
MSI,Commercial 14 H A13MG,Intel,Windows11, Core i7 - COM14V13009,0.0,"$1,049.99",SSD,512,0 Reviews,14,16,BestBuy
HP,No Model,AMD Ryzen,Windows11, 5 - 7H3D6UAABA,0.0,$559.99,SSD,256,0 Reviews,15.6,8,BestBuy
HP,No Model,Intel,Windows11, Core i3 - 8R873UA#ABA,0.0,$499.99,SSD,256,0 Reviews,15.6,8,BestBuy
HP,ProBook,Intel,Windows11, Core Ultra - A1LD9UT#ABA,0.0,"$1,019.99",SSD,512,0 Reviews,16,16,BestBuy
HP,No Model,Intel,Windows11, Celeron with - 90H35UAABA,0.0,$399.99,SSD,256,0 Reviews,17.3,4,BestBuy
Dell,XPS,Intel,Windows11, Core Ultra - 6F5CN,0.0,"$1,489.99",SSD,512,0 Reviews,13.4,16,BestBuy
Dell,XPS,Intel,Windows11, Core Ultra - XPS9440-7816SLV-PUS,0.0,"$1,999.99",SSD,1024,0 Reviews,14.5,16,BestBuy
Dell,Latitude 5000,Intel,Windows11, Core Ultra - WXR37,0.0,"$1,339.99",SSD,256,0 Reviews,13.3,16,BestBuy
Dell,Latitude 5000,Intel,Windows11, Core Ultra - HWFV4,0.0,"$1,899.99",SSD,512,0 Reviews,13.3,32,BestBuy
MSI,Commercial 14 H A13MG,Intel,Windows11, Core i7 - COM14V13008,0.0,"$1,149.99",SSD,1024,0 Reviews,14,32,BestBuy
MSI,Commercial 14 H A13MG,Intel,Windows11, Core i7 - COM1413003,0.0,"$1,115.99",SSD,1024,0 Reviews,14,32,BestBuy
Dell,Latitude,Intel,Windows11, 8th Gen - 7490,3.0,$419.99,SSD,512,4.7,14,32,BestBuy
Dell,Latitude 7000,Intel,Windows11, Core Ultra - 7MFW6,0.0,"$2,009.99",SSD,512,0 Reviews,13.3,16,BestBuy
MSI,No Model,Intel,Windows11, 14th Gen - TITAN18HX14036,0.0,"$5,049.99",SSD,512,0 Reviews,18,16,BestBuy
MSI,Pulse,Intel,Windows11, 13th Gen - PULSE15132047,0.0,"$1,399.00",SSD,512,0 Reviews,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, 10th Gen - 840 G7,3.0,$585.99,SSD,1024,5,14,32,BestBuy
Dell,Precision,Intel,Windows11, 9th Gen - Precision 5540,5.0,$890.99,SSD,1024,4.8,15.6,32,BestBuy
MSI,Vector,Intel,Windows11, Core i9 - VECTOR16HX13478,0.0,"$2,099.99",SSD,1024,0 Reviews,16,16,BestBuy
Dell,Latitude,Intel,Windows11, 8th Gen - 7400,2.0,$399.99,SSD,256,4.5,14,16,BestBuy
MSI,Vector,Intel,Windows11, Core i9 - VECTOR16HX14479,0.0,"$3,299.99",SSD,1024,0 Reviews,16,32,BestBuy
Dell,Precision,Intel,Windows11, 10th Gen - Precision 7750,2.0,"$1,599.00",SSD,2048,4,17.3,16,BestBuy
Dell,Latitude,Intel,Windows11, 9th Gen - 5401,1.0,$579.99,SSD,1024,5,14,32,BestBuy
Lenovo,ThinkPad,Intel,Windows11, Core i7 - 21HF000AUS,0.0,"$1,593.99",SSD,512,0 Reviews,14,16,BestBuy
Dell,Latitude,Intel,Windows11, 9th Gen - 5401,1.0,$549.99,SSD,512,5,14,32,BestBuy
MSI,Cyborg,Intel,Windows11, 13th Gen - CYBORG15131095,0.0,"$1,099.00",SSD,512,0 Reviews,15.6,16,BestBuy
Lenovo,Refurbished,Intel,Windows11, 12th Gen - V15 G3 IAP,2.0,$709.99,SSD,512,5,15.6,16,BestBuy
MSI,Summit,Intel,Windows11, Core Ultra - SUM16EVO14019,0.0,"$1,399.99",SSD,512,0 Reviews,16,16,BestBuy
Microsoft,Refurbished,Intel,Windows11, Core i5 - GSRF D9P-00001,0.0,$719.99,SSD,128,0 Reviews,13.5,4,BestBuy
HP,No Model,AMD Ryzen,Windows11, 3 - A41F1UA#ABA,0.0,$449.99,SSD,256,0 Reviews,15.6,8,BestBuy
Dell,Latitude,Intel,Windows11, 8th Gen - 5500,2.0,$764.77,SSD,2048,5,15.6,32,BestBuy
MSI,Stealth,Intel,Windows11, Core Ultra7 - STEALTH14A1068,0.0,"$1,599.99",SSD,1024,0 Reviews,14,16,BestBuy
MSI,Summit,Intel,Windows11, Core Ultra - SUME1314038,0.0,"$1,649.00",SSD,1024,0 Reviews,13.3,32,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 5400,14.0,$309.99,SSD,256,4.4,14,8,BestBuy
Dell,Latitude,Intel,Windows11, 10th Gen - 5310,1.0,$489.99,SSD,512,5,13.3,16,BestBuy
ASUS,ROG Flow,AMD Ryzen,Windows11,AMD  9 - GV301QHXS98B,24.0,"$3,299.99",SSD,1024,3.6,13.4,32,BestBuy
HP,Refurbished,Intel,Windows11, 10th Gen - 830 G7,11.0,$469.99,SSD,512,4.5,13.3,32,BestBuy
HP,No Model,Intel,Windows11, Core i5 - 840 G8,0.0,$753.99,SSD,256,0 Reviews,14,16,BestBuy
Dell,Latitude,Intel,Windows11, 12th Gen - 7430,1.0,$949.99,SSD,2048,3,14,32,BestBuy
Microsoft,Refurbished,Intel,Windows11, Core i5 - GSRF DAG-00001,0.0,$829.99,SSD,256,0 Reviews,13.5,8,BestBuy
HP,No Model,AMD Ryzen,Windows11, 3 - 7P3C3UT#ABA,0.0,$859.99,SSD,256,0 Reviews,13.3,8,BestBuy
Lenovo,Refurbished,Intel,Windows11,  i9 - 83C00003US,4.0,"$1,129.99",SSD,1024,4.5,16,32,BestBuy
Lenovo,ThinkPad,Intel,Windows11, i5 with - 21HD0025US,0.0,"$1,479.99",SSD,256,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,No Info,Windows11,No Info - 21HK0006US,0.0,"$1,665.99",SSD,512,0 Reviews,16,16,BestBuy
Acer,TravelMate,Intel,Windows11, with 8GB - NXVZ0AA004,0.0,$459.99,SSD,128,0 Reviews,11.6,8,BestBuy
Lenovo,ThinkPad,No Info,Windows11,No Info - 21FJ002CUS,0.0,"$1,199.99",SSD,512,0 Reviews,13.3,16,BestBuy
ASUS,Vivobook,Intel,Windows11, Core Ultra - Q423SA-U5512,0.0,$949.99,SSD,512,0 Reviews,14,16,BestBuy
Dell,Mobile Processor,Intel,Windows11, Core i9 - JCJH4,0.0,"$3,939.99",SSD,1024,0 Reviews,16,16,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 5400,32.0,$359.99,SSD,512,4.8,14,16,BestBuy
Lenovo,ThinkPad,AMD Ryzen,Windows11, 5 - 21JR0019US,0.0,$829.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - Zbook 15 G5,3.0,"$1,037.50",SSD,2048,4.3,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G5,2.0,$457.95,SSD,1024,4.5,13.3,32,BestBuy
Lenovo,ThinkPad,No Info,Windows11,No Info - 21HD0028US,0.0,"$1,403.99",SSD,512,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, i5 16GB - 21H3001DUS,0.0,"$1,199.99",SSD,256,0 Reviews,15.6,16,BestBuy
HP,Elitebook,Intel,Windows11, I5 - 840G6.i5.16.256,14.0,$296.99,SSD,256,4,14,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, i5 with - 21H1001SUS,0.0,"$1,339.99",SSD,512,0 Reviews,14,16,BestBuy
Lenovo,Ideapad,AMD Ryzen,Windows11, 7 5825U - 82SG00BLUS,1.0,$449.99,SSD,512,5,15.6,16,BestBuy
Lenovo,ThinkPad X1,Intel,Windows11, i5 with - 21EX0003US,0.0,"$1,279.99",SSD,256,0 Reviews,13.3,16,BestBuy
Razer,Blade,Intel,Windows11, i9 HX - RZ09-0510SEM4-R3U1,0.0,"$3,299.99",SSD,2048,0 Reviews,16,16,BestBuy
MSI,Vector,Intel,Windows11, 14th Gen - VECTOR16HX14246,0.0,"$1,899.99",SSD,512,0 Reviews,16,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, i5 16GB - 21H3001FUS,0.0,"$1,359.99",SSD,512,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,AMD Ryzen,Windows11, 5 - 21JR0017US,0.0,$909.99,SSD,512,0 Reviews,14,16,BestBuy
HP,OmniBook,Intel,Windows11, Core Ultra - 14-fh0013dx,0.0,"$1,599.99",SSD,1024,0 Reviews,14,16,BestBuy
Microsoft,Refurbished,Intel,Windows11, Core i5 - GSRF V4C-00022,2.0,$879.99,SSD,256,3,13.5,8,BestBuy
Microsoft,Refurbished,Intel,Windows11, Core i5 - GSRF V4C-00043,2.0,$799.99,SSD,256,3,13.5,8,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 5500,4.0,$439.99,SSD,256,4.8,15.6,16,BestBuy
HP,OmniBook,Snapdragon,Windows11, X Plus - 14-fe1003dx,0.0,$899.99,SSD,512,0 Reviews,14,16,BestBuy
Lenovo,Refurbished,Intel,Windows11, Evo Platform - GSRF 82BH0006US,10.0,$641.99,SSD,512,3.3,14,12,BestBuy
Acer,Predator Triton,Intel,Windows11, 13th Gen - PT14-51-78B4,0.0,"$1,499.99",SSD,512,0 Reviews,14,16,BestBuy
MSI,Summit,Intel,Windows11, Core i7 - SUME1413268,0.0,"$1,699.99",SSD,1024,0 Reviews,14,32,BestBuy
Lenovo,Yoga,Intel,Windows11, Core Ultra - 83HM0000US,0.0,"$1,299.99",SSD,1024,0 Reviews,15.3,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - 840 G5,4.0,$464.99,SSD,512,5,14,16,BestBuy
Lenovo,ThinkPad X1,Intel,Windows11, Core i7 - 21HQ000CUS,0.0,"$2,367.99",SSD,512,0 Reviews,14,16,BestBuy
Acer,Swift X,AMD Ryzen,Windows11, 7 7840HS - SFX16-61G-R9VD,0.0,"$1,249.99",SSD,1024,0 Reviews,16,16,BestBuy
Lenovo,ThinkPad X1,No Info,Windows11,No Info - 21F2000HUS,0.0,"$1,509.99",SSD,256,0 Reviews,13.3,16,BestBuy
Samsung,Geek Squad Certi Refurbis Galaxy Book Flex2 Alpha,Intel,Windows11, Core i7 - GSRF NP730QDA-KA1US,7.0,$699.99,SSD,512,2.4,13.3,16,BestBuy
Dell,Latitude,Intel,Windows11, Core i5 - 7490,12.0,$447.99,SSD,1024,4.3,14,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, Core i7 - 21H3001HUS,0.0,"$1,529.99",SSD,512,0 Reviews,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - 840 G5,4.0,$493.99,SSD,512,5,14,32,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - 840 G5,7.0,$413.79,SSD,256,4.3,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i7 - 840 G3,5.0,$492.99,SSD,1024,4.6,14,16,BestBuy
MSI,Summit,Intel,Windows11, Core i5 - SUME14EVO12026,0.0,"$1,249.99",SSD,512,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - 840 G5,9.0,$498.99,SSD,1024,4.3,14,16,BestBuy
Acer,Swift X,Intel,Windows11, i7 - SFX14-71G-76LC,0.0,"$1,499.99",SSD,1024,0 Reviews,14,16,BestBuy
Dell,Latitude,Intel,Windows11, Core i5 - 7490,1.0,$458.99,SSD,512,5,14,32,BestBuy
HP,Refurbished,Intel,Windows11, Core i7 - 840 G5,4.0,$538.99,SSD,512,4.5,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i7 - 840 G3,10.0,$481.99,SSD,512,4.5,14,32,BestBuy
Dell,Latitude,Intel,Windows11, Core i5 - 5480,15.0,$323.99,SSD,512,4.5,14,8,BestBuy
HP,Elitebook,Intel,Windows11, i5 - 840G6.8.256.Pro,1.0,$274.99,SSD,256,5,14,8,BestBuy
Dell,Precision,Intel,Windows11, 9th Gen - Precision 3541,2.0,$709.99,SSD,2048,1,15.6,32,BestBuy
HP,Elitebook,Intel,Windows11, i5 - X360.1040.G5.Pro,17.0,$334.99,SSD,256,4.2,14,8,BestBuy
HP,Elitebook,Intel,Windows11, i5 - 840G5.16.256.Pro,29.0,$291.99,SSD,256,3.8,14,16,BestBuy
Microsoft,Refurbished,AMD Ryzen,Windows11, 5 - GSRF VGZ-00001,0.0,"$1,019.99",SSD,256,0 Reviews,15,8,BestBuy
Dell,Latitude,Intel,Windows11, i5 - DL.5420.I5.1135G7.16.256.W10P,0.0,$409.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Elitebook,Intel,Windows11, i5 - HP.840G7.I5.10310U.16.256.W10P,0.0,$339.99,SSD,256,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, Core i5 - LN.T14G2.I5.1145G7.16.256.W10P,0.0,$449.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Elitebook,AMD Ryzen,Windows11, 5 - HP.845G8.R5P.16.256.W10P,0.0,$359.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Elitebook,Intel,Windows11, i5 - HP.840G8.I5.1145G7.16.256.W10P,0.0,$409.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Elitebook,AMD Ryzen,Windows11, 7-3700U - 745G6.8.256.Pro,15.0,$259.99,SSD,256,3.6,14,8,BestBuy
Dell,Refurbished,Intel,Windows11, Core i5 - BB5-31852,15.0,$353.99,SSD,512,4.5,14,16,BestBuy
Dell,Refurbished,Intel,Windows11, 10th Gen - 5410,0.0,$469.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Elitebook,Intel,Windows11, i5 - HP.X3601040G6.I58365.8.256.10P,0.0,$359.99,SSD,256,0 Reviews,14,8,BestBuy
Lenovo,Ideapad,No Info,Windows11,No Info - 82LVX001US,0.0,$219.99,SSD,512,0 Reviews,14,4,BestBuy
Dell,Refurbished,Intel,Windows11, 10th Gen - 5410,0.0,$538.99,SSD,512,0 Reviews,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 5420,0.0,$719.00,SSD,512,0 Reviews,14,16,BestBuy
HP,Elitebook,Intel,Windows11,Core i5-1145 - HP.X360830G8.I51145.16.256.10P,0.0,$499.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i7 - 840 G5,4.0,$583.99,SSD,512,3,14,32,BestBuy
Lenovo,Refurbished,Intel,Windows11, 8th Gen - T490,0.0,$399.99,SSD,256,0 Reviews,14,16,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 5420,0.0,$776.99,SSD,1024,0 Reviews,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 5420,0.0,$560.99,SSD,256,0 Reviews,14,16,BestBuy
Dell,Latitude,Intel,Windows11, Core i5 - 5590-32764,23.0,$481.99,SSD,512,4.3,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 840 G5,1.0,$526.99,SSD,512,4,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - BB5-32872,53.0,$309.99,SSD,256,4.3,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 840 G5,4.0,$606.99,SSD,1024,4.3,14,32,BestBuy
HP,Refurbished,Intel,Windows11, i7 - HP.15G6.I7.9850H.32.256.W10P,0.0,$429.99,SSD,256,0 Reviews,14,32,BestBuy
Microsoft,Refurbished,Intel,Windows11, Core i5 - GSRF V4C-00064,0.0,$879.99,SSD,256,0 Reviews,13.5,8,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - X360.1030.G2.RB,27.0,$289.99,SSD,256,3.9,13.3,8,BestBuy
Dell,Refurbished,Intel,Windows11, 10th Gen - 5510,0.0,$833.99,SSD,1024,0 Reviews,15.6,32,BestBuy
Lenovo,Refurbished,Intel,Windows11, 7th Gen - T470S,0.0,$299.99,SSD,256,0 Reviews,14,8,BestBuy
Dell,Refurbished,Intel,Windows11, 7th Gen - 5490,5.0,$329.99,SSD,512,5,14,8,BestBuy
Dell,Refurbished,Intel,Windows11, 7th Gen - 5490,15.0,$359.99,SSD,512,4.5,14,16,BestBuy
HP,Refurbished,Intel,Windows11, i7 - HP.15UG5.I7.8650U.32.512.W10P,0.0,$389.99,SSD,512,0 Reviews,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 5520,0.0,$890.99,SSD,1024,0 Reviews,15.6,32,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 5520,0.0,$697.99,SSD,512,0 Reviews,15.6,16,BestBuy
Dell,Refurbished,Intel,Windows11, 10th Gen - 5510,0.0,$640.99,SSD,512,0 Reviews,15.6,16,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 5320,0.0,$583.99,SSD,512,0 Reviews,13.3,16,BestBuy
HP,Elitebook,Intel,Windows11, i5 - HP.X3601040G7.I5103.16.256.10P,0.0,$499.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, i5 - HP.FF14G7.I5.10310U.16.256.10P,0.0,$429.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, i7 - HP.FF15G7.I7.10610U.16.256.10P,0.0,$489.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 10th Gen - 840 G7,0.0,$835.00,SSD,1024,0 Reviews,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, Core i5 - BB5-32866,13.0,$409.99,SSD,256,4.2,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, i7 - HP.FF15G8.I7.1185G7.16.256.10P,0.0,$509.99,SSD,256,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, i5 - HP.FF14G8.I5.1145G7.16.256.10P,0.0,$489.99,SSD,256,0 Reviews,14,16,BestBuy
Dell,Refurbished,Intel,Windows11, Core i5 - BB5-32732,7.0,$503.99,SSD,512,4.1,15.6,16,BestBuy
HP,ProBook,Intel,Windows11, Core i5 - 650 G2,5.0,$379.99,SSD,512,3.6,15.6,16,BestBuy
Dell,Latitude,Intel,Windows11, Core i5 - E5470-32425,4.0,$302.29,SSD,256,4,14,8,BestBuy
HP,Refurbished,Intel,Windows11, 12th Gen - 840 G9,0.0,"$1,119.00",SSD,1024,0 Reviews,14,32,BestBuy
HP,Refurbished,Intel,Windows11, 12th Gen - 840 G9,0.0,$923.86,SSD,512,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 11th Gen - 840 G8,0.0,$915.00,SSD,1024,0 Reviews,14,32,BestBuy
HP,Refurbished,Intel,Windows11, 11th Gen - 440 G8,0.0,$719.31,SSD,512,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - 840 G3-32354,37.0,$310.99,SSD,512,4.1,14,8,BestBuy
Dell,Refurbished,Intel,Windows11, Core i7 - E5570,2.0,$481.99,SSD,512,3,15.6,16,BestBuy
Dell,Latitude,Intel,Windows11, 10th Gen - 7410,0.0,$639.99,SSD,512,0 Reviews,14,16,BestBuy
HP,Elitebook,Intel,Windows11, I5 - 840G5.i5.8.256.Pro,35.0,$269.99,SSD,256,3.9,14,8,BestBuy
Dell,Refurbished,Intel,Windows11, Core i5 - BB5-32865,13.0,$439.99,SSD,512,3.8,15.6,16,BestBuy
HP,ZBook,Intel,Windows11, 10th Gen - ZBook Firefly 15 G7,0.0,$765.99,SSD,1024,0 Reviews,15.6,32,BestBuy
