Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Rating,Screen_Size,RAM,Source
ASUS,ASUS ROG Strix G18 Gaming Laptop,Intel,Windows 11 Pro,Core i9,6,2939.65,SSD,4.3,18.0,64,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i7-8650U,183,214.0,SSD,4.5,14.0,16,Amazon
ist computers,IdeaPad Flex 5i,Intel,Chrome OS,Core i3 Family,3,499.98,SSD,4.4,14.0,8,Amazon
acer,Acer Aspire 3,AMD,Windows 11 Pro,Ryzen 7,10,699.0,SSD,4.4,15.6,40,Amazon
SAMSUNG,Samsung Galaxy Book4,Intel,Windows 11 Pro,Intel Core 7,104,899.0,SSD,4.4,15.6,16,Amazon
acer,A314-36P-35UU,Intel,Windows 11 S,Intel Core i3,57,299.09,SSD,4.6,14.0,8,Amazon
jumper,Ezbook S5MAX,Intel,Windows 11,Intel Mobile CPU,41,329.99,SSD,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1349.0,SSD,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,AMD Ryzen 7,18,939.0,SSD,4.3,16.0,40,Amazon
acer,Acer Nitro V Gaming Laptop,AMD,Windows 11 Home,Ryzen 5,25,769.99,SSD,4.3,15.6,8,Amazon
HP,HP ENVY x360,Intel,Windows 11 Pro,Core i7,0,1669.0,SSD,4.4,15.6,64,Amazon
acer,Aspire,AMD,Windows 11,Ryzen 7,1,389.0,SSD,4.3,15.6,16,Amazon
HP,HP Laptop,Intel,Windows 11 S,Pentium,2,344.0,SSD,4.2,17.3,4,Amazon
ASUS,VivoBook 15,Intel,Windows 10 Home,Core i3-1005G1,21,323.0,SSD,4.5,15.6,8,Amazon
HP,HP laptop,Intel,Windows 11 Home,Core i3,694,609.0,SSD,4.4,15.6,32,Amazon
ist computers,ThinkPad T16,Intel,Windows 11 Pro,Core i7,21,1349.99,SSD,4.4,16.0,32,Amazon
ACEMAGIC,AX16,Intel,Windows 11,Intel Mobile CPU,25,379.95,SSD,4.3,16.0,16,Amazon
TPV,RenoPad,Intel,Windows 11 Pro,Intel Processor N100,21,349.0,SSD,4.7,14.0,16,Amazon
HP,HP Stream,Intel,Windows 11 S,Celeron N,338,220.5,EMMC,4.5,14.0,16,Amazon
Lenovo,IdeaPad 3 14ITL05,Intel,Windows 11 Home,Core i5 Family,3,341.0,SSD,4.2,14.0,12,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
Lenovo,IdeaPad Slim 3i,Intel,Windows 11 Home,Core i7,1,636.77,SSD,4.4,14.0,16,Amazon
Lenovo,ThinkPad T14 Gen 4,Intel,Windows 11 Pro,Core i7,1,1098.0,SSD,4.4,14.0,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Core i7,22,1079.0,SSD,4.4,15.6,32,Amazon
acer,Spin,Intel,Chrome OS,Core i5,24,552.9,SSD,4.4,13.5,8,Amazon
ist computers,ProBook 450 G10,Intel,Windows 11 Pro,Core i5 Family,8,738.98,SSD,4.5,15.6,16,Amazon
Lenovo,Lenovo Laptop,Intel,Windows 10 S,Celeron,24,64.99,SSD,4.4,11.6,4,Amazon
ASUS,FX507VI-F15.I74070,Intel,Windows 11 Home,Core i7 Family,10,1499.99,SSD,4.4,15.6,16,Amazon
Apple,MacBook Pro,Apple,Mac OS,1,5,1189.99,SSD,4.0,14.2,8,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5,178,199.99,SSD,4.6,13.3,8,Amazon
HP,ProBook 445 G9,AMD,Windows 11 Pro,Ryzen 7,32,599.98,SSD,4.4,14.0,16,Amazon
Lenovo,IdeaPad 1 15IJL7,Intel,Windows 11 Home,Celeron N,11,359.0,SSD,4.3,15.6,12,Amazon
ZENAERO,AeonBook 2024,Intel,Windows 11 Pro,Celeron N,35,249.99,SSD,4.5,15.6,12,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,529.0,SSD,4.4,15.6,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1169.0,SSD,4.4,16.0,64,Amazon
Dell,Latitude E6440,Intel,Windows 10 Pro,Intel Core i5,631,153.26,SSD,4.5,14.0,8,Amazon
Lenovo,Lenovo Chromebook,Intel,Chrome OS,Celeron N,54,279.0,SSD,4.6,15.6,4,Amazon
ACEMAGIC,AX15,Intel,Windows 11,Intel Mobile CPU,32,359.98,SSD,3.5,16.0,16,Amazon
Dell,Vostro,Intel,Windows 11 Pro,Core i5,2,779.0,SSD,4.5,15.6,32,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Celeron,24,549.0,SSD,4.4,15.6,32,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Pentium,295,659.99,SSD,4.4,17.3,32,Amazon
Dell,DELL XPS 15 9530,Intel,Windows 11 Pro,Core i7,12,1798.99,SSD,4.4,15.6,64,Amazon
HP,Essential 17,AMD,Windows 11,Ryzen 5,15,699.0,SSD,4.4,17.0,32,Amazon
MSI,MSI Katana A15,Intel,Windows 11,Core i7,2,1129.0,SSD,4.0,15.6,32,Amazon
HP,2024 Flagship HP 17 Laptop,Intel,Windows 11 Pro,Core i3,15,558.2,SSD,4.4,17.3,32,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core Ultra 5,18,839.0,SSD,4.4,16.0,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,749.0,SSD,4.3,14.0,32,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,22,899.0,SSD,4.3,16.0,24,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1149.0,SSD,4.0,16.0,40,Amazon
Lenovo,Lenovo ThinkBook,Intel,Windows 11 Pro,Core i7 Family,14,760.0,SSD,4.5,15.6,40,Amazon
Dell,Dell Latitude 7480,Intel,Windows 10,Core i5,453,209.0,SSD,4.5,14.0,16,Amazon
ACEMAGIC,AX16,Intel,Windows 11,Intel Mobile CPU,6,341.96,SSD,2.6,16.0,16,Amazon
jumper,Ezbook S5MAX,Intel,Windows 11,Intel Mobile CPU,101,679.99,SSD,4.4,16.0,16,Amazon
MSI,MSI Thin 15,Intel,Windows 11,Core i5,2,699.0,SSD,4.4,15.6,16,Amazon
HP,TPN-C159,Intel,Windows 11 Pro,Core i7 Family,2,1178.1,SSD,4.4,16.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,2,819.99,SSD,4.4,15.6,16,Amazon
HP,HP 17 Laptop,AMD,Windows 11 Home,Ryzen 5,19,564.99,SSD,4.4,17.3,16,Amazon
acer,Aspire 5,AMD,Windows 11 S,Ryzen 3,266,498.88,SSD,4.4,15.6,20,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Core i7,12,1219.0,SSD,4.0,15.6,64,Amazon
Dell,Dell Mobile Workstation 7670,Intel,Windows 11 Pro,Core i5,1,1299.99,SSD,4.0,16.0,32,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,999.0,SSD,4.1,16.0,40,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,1,799.99,SSD,4.5,15.6,16,Amazon
ASUS,F1504Z,Intel,Windows 11 Home,Core i7 Family,28,696.0,SSD,4.4,15.6,40,Amazon
Microsoft,Microsoft Surface Laptop Studio,Intel,Windows 11 Home,Intel Core i7-11700,159,1699.0,SSD,4.4,14.4,32,Amazon
HP,HP Essential,Intel,Windows 11,Intel Core i3,3,499.0,SSD,4.4,15.6,64,Amazon
Lenovo,IdeaPad,Intel,Windows 11 Pro,Core i5,0,479.99,SSD,4.4,15.6,16,Amazon
Lenovo,Lenovo Thinkpad,Intel,Windows 10 Pro,Core i5,219,178.17,SSD,4.4,14.0,16,Amazon
Dell,Latitude 7440,Intel,Windows 11 Pro,Core i7,11,1049.0,SSD,4.0,14.0,32,Amazon
HP,HP-830 G6,Intel,Windows 10 Pro,Intel Core i7,144,199.99,SSD,4.6,14.0,16,Amazon
Lenovo,IdeaPad,Intel,Windows 11 Home,Core i3 Family,361,446.99,SSD,4.5,14.0,20,Amazon
LG,17Z90S-G.AAB4U1,Intel,Windows 11 Home,Intel Core Ultra 5,44,1139.23,SSD,4.0,17.0,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1369.0,SSD,4.0,16.0,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,2,929.0,SSD,4.1,15.6,32,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Dell,Dell Inspiron,Intel,Windows 11 Home,Core i5,56,443.99,SSD,4.5,15.6,16,Amazon
ist computers,ThinkPad P14s Gen 2,Intel,Windows 11 Pro,Core i7,2,1019.98,SSD,4.4,14.0,32,Amazon
Lenovo,Lenovo Slim Pro 9 16IRP8,Intel,Windows 11 Home,Core i9,30,1079.99,SSD,4.4,16.0,32,Amazon
Oemgenuine,Latitude 5550,Intel,Windows 11 Pro,Intel Core 7,3,1219.95,SSD,4.0,15.6,32,Amazon
HP,TPN-Q278,Intel,Windows 11 Home,Core i5 Family,26,847.95,SSD,4.3,15.6,32,Amazon
ist computers,ThinkPad E16,AMD,Windows 11 Pro,Ryzen 7,6,848.99,SSD,4.4,16.0,40,Amazon
ASUS,TUF Gaming F15,Intel,Windows 11 Home,Core i5,56,985.0,SSD,4.1,15.6,16,Amazon
Apple,MacBook Air,Intel,OS X 10.10 Yosemite,Core i7,204,240.0,SSD,4.5,13.3,8,Amazon
CHUWI,CHUWI MiniBook X (N100),Intel,Windows 11,Celeron,62,349.0,SSD,4.5,10.51,12,Amazon
Lenovo,Newest Lenovo Slim 3 Chromebook,MediaTek,Chrome OS,Cortex,29,216.0,EMMC,4.5,14.0,4,Amazon
Lenovo,ThinkPad T14 Gen4,Intel,Windows 11 Pro,Core i5,2,1049.99,SSD,4.4,14.0,40,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1149.0,SSD,4.0,16.0,40,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,679.0,SSD,4.4,14.0,16,Amazon
Oemgenuine,ThinkPad E15 Gen 2,AMD,Windows 10 Pro,Ryzen 5 4500U,2,829.95,SSD,4.4,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1079.0,SSD,4.0,16.0,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,699.0,SSD,4.4,14.0,32,Amazon
HP,HP EliteBook,Intel,Windows 10,Core i7 6600U,985,189.99,SSD,4.5,14.1,16,Amazon
LG,gram,Intel,Windows 11 Pro,Core i7,2,990.0,SSD,4.1,17.0,16,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core i5,30,719.0,SSD,4.3,16.0,16,Amazon
Lenovo,ThinkPad E16 Gen 1,AMD,Windows 11 Pro,Ryzen 5,8,610.18,SSD,4.4,16.0,8,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Celeron,101,279.0,SSD,4.2,15.6,16,Amazon
acer,Newest Acer 15 Inch Chromebook,Intel,Chrome OS,Celeron,22,239.0,EMMC,4.5,15.6,4,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,1,1159.0,SSD,4.4,16.0,64,Amazon
Lenovo,Legion 5 16IRX9,Intel,Windows 11 Home,Core i9,2,1999.99,SSD,4.4,16.0,64,Amazon
Dell,Inspiron,Intel,Windows 11 Home S,Intel Core i5,22,579.0,SSD,4.4,15.6,32,Amazon
ASUS,ASUS VivoBook Go 14,Intel,Windows 11 Home S,Celeron,287,217.0,SSD,4.5,14.0,4,Amazon
HP,TPN-Q234,Intel,Windows 11 Pro,Intel Mobile CPU,0,1629.0,SSD,4.0,17.3,64,Amazon
Lenovo,Lenovo Thinkpad,AMD,Windows 10 Pro,AMD Ryzen 7,0,479.0,SSD,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
VAIZMOYE,A25,Intel,Windows 11,Celeron,0,349.99,SSD,4.5,15.6,32,Amazon
HP,14-dq0703dx,Intel,Windows 11 Home,Pentium N5000,0,449.99,SSD,4.2,14.0,16,Amazon
ASUS,Asus ROG Strix G18 G814,Intel,Windows 11,Core i9,4,2249.0,SSD,4.3,18.0,64,Amazon
ASUS,ASUS Zenbook 14 OLED,Intel,Windows 11,Intel Mobile CPU,9,905.0,SSD,4.3,14.0,16,Amazon
Panasonic,Panasonic Toughbook 31,Intel,Windows 10 Pro,Core i5 5300U,93,449.95,SSD,4.4,13.1,16,Amazon
HP,15-DY1031WM,Intel,Windows 10 Home,Core i3,715,315.0,SSD,4.5,15.6,8,Amazon
Lenovo,IdeaPad 1,Intel,Windows 11,Celeron N4000,3,219.0,SSD,4.5,14.0,4,Amazon
Lenovo,T480,Intel,Windows 10 Pro,Intel Core i5,48,150.0,SSD,4.5,14.0,16,Amazon
AimCare,XPS,Intel,Windows 11 Pro,Core i7,6,1599.0,SSD,4.4,15.6,32,Amazon
HP,HP Laptop 17-by4025nr,Intel,Windows 11 Home,Intel Core i3,252,346.99,SSD,4.5,17.3,4,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,999.0,SSD,4.1,16.0,40,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2,729.0,SSD,5.0,14.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,HP laptop,Intel,Windows 11,Pentium,2,599.99,SSD,4.4,17.3,32,Amazon
HP,TPN-C164,Intel,Windows 11 Pro,Intel Mobile CPU,0,1650.72,SSD,4.0,17.3,64,Amazon
Dell,Latitude 3540 7YN,Intel,Windows 10 Pro,Core i5,12,799.0,SSD,4.5,15.6,16,Amazon
Dell,Dell Touchscreen Laptop,Intel,Windows 11 Pro,Core i7,834,1059.99,SSD,4.4,15.6,64,Amazon
ZENAERO,ExceBook,Intel,Windows 11 Pro,Celeron N4000,32,199.99,SSD,4.4,15.6,8,Amazon
Panasonic,Toughbook 55 MK1,Intel,Windows 10 Pro,Core i7-8665U,7,1100.0,SSD,4.4,14.0,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7 Family,0,2099.99,SSD,4.3,14.0,64,Amazon
Lenovo,ThinkPad T16 Gen 2,Intel,Windows 11 Pro,Core i5,0,888.0,SSD,4.4,14.0,16,Amazon
Lenovo,Lenovo V15 G4 IRU,Intel,Windows 11 Pro,Core i5 Family,6,589.0,SSD,4.4,15.6,16,Amazon
Lenovo,LOQ,Intel,Windows 11 Home,Intel Core i5,8,728.0,SSD,4.5,15.6,16,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,0,699.99,SSD,4.4,13.5,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
HP,15-DY5033DX,Intel,Windows 10 Pro,Intel Core i3,25,549.0,SSD,4.4,15.6,16,Amazon
LG,16Z90R-K.AAS8U1,Intel,Windows 11 Home,Core i7,11,935.0,SSD,4.3,16.0,16,Amazon
Dell,Dell Mobile Workstation 7770,Intel,Windows 11 Pro,Core i7,2,1899.99,SSD,4.0,17.3,64,Amazon
Lenovo,Lenovo IdeaPad,Intel,Windows 11 S,Pentium,237,399.99,SSD,4.3,15.6,20,Amazon
HP,"HP 11"" Laptop",Intel,Windows 11,Celeron,78,152.99,SSD,4.5,11.0,4,Amazon
HP,HP 14inch Touch Laptop,Intel,Windows 11,Celeron,15,259.99,SSD,4.6,14.0,4,Amazon
HP,A14M,AMD,Windows 11 Home,AMD R Series,0,823.0,SSD,4.4,15.6,32,Amazon
hp,DFSFGSGD15,Intel,Windows 11,Pentium,468,359.0,SSD,4.5,15.6,16,Amazon
HP,TPN-W155,Intel,Windows 11 Home,Core i7 Family,41,1019.99,SSD,4.4,15.6,32,Amazon
ASUS,Zenbook 14X,Intel,Windows 11 Home,Core i5,33,699.99,SSD,4.4,14.5,8,Amazon
HP,Chromebook 11 G4,Intel,Chrome OS,Celeron N2840,177,45.06,SSD,3.8,11.6,4,Amazon
Lenovo,Lenovo Chromebook,MediaTek,Chrome OS,MediaTek MT8183,17,369.0,SSD,4.3,11.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
KOOSMILE,p8,Intel,OS,Celeron N,130,469.0,SSD,4.4,8.0,12,Amazon
Lenovo,Yoga 7,AMD,Windows 11 Pro,Ryzen 7,11,999.99,SSD,4.3,16.0,16,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i5,770,190.0,SSD,4.4,14.0,16,Amazon
HP,laptop,Intel,Windows 11 Pro,Core i7,8,1049.0,SSD,4.4,15.6,16,Amazon
NIAKUN,VenBook,Intel,Windows 11 Pro,Celeron N4000,46,259.99,SSD,4.6,15.6,8,Amazon
Apple,MacBook Pro,Intel,macOS 10.14 Mojave,Core i7,421,326.0,SSD,4.2,13.0,16,Amazon
SAMSUNG,Chromebook 4,Intel,Chrome OS,Celeron N3450,844,229.99,SSD,4.5,11.6,4,Amazon
HP,ZBook Firefly G10,Intel,Windows 11 Pro,Core i7,0,1299.99,SSD,4.4,16.0,32,Amazon
VGKE,B15_Pro,Intel,Windows 11 Home,Celeron,40,279.99,SSD,4.4,15.6,12,Amazon
Microsoft,Surface Pro,Intel,Windows 11,4.2 GHz,188,890.0,SSD,4.5,13.0,256,Amazon
acer,2023 Newest Acer X360 Chromebook Spin,MediaTek,Chrome OS,MediaTek MT8183,113,225.0,EMMC,4.5,11.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
ist computers,Lenovo ThinkBook 15 Gen 4,AMD,Windows 11 Pro,Ryzen 7,43,649.98,SSD,4.4,15.6,16,Amazon
ApoloSign,NJP1561P,Intel,Windows 11,Intel Celeron D,6,299.99,HDD,4.6,15.6,12,Amazon
Dell,Latitude 5440,Intel,Windows 11 Pro,Core i7 Family,3,899.0,SSD,4.4,14.0,16,Amazon
HP,TPN-W146_300N1AV,Intel,Windows 11 Pro,Core i5 Family,0,869.99,SSD,4.4,17.3,32,Amazon
SAMSUNG,Galaxy Book3 Pro 360,Intel,Windows 11 Pro,Core i7 Family,6,1349.99,SSD,4.0,16.0,16,Amazon
HP,TPN-I139_4V788AV,Intel,Windows 11 Home,Core i7 Family,59,809.0,SSD,4.4,17.3,32,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 S,Celeron N,66,229.0,EMMC,4.5,14.0,4,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core i7,49,1149.0,SSD,4.0,16.0,32,Amazon
Apple,MWP72LL/A,Intel,Mac OS,Core i5,132,524.99,SSD,4.4,13.3,16,Amazon
Apple,"2022 Apple MacBook Air M2, 16GB RAM, 1TB Storage - Midnight (Z160000B6)",Apple,macOS 12 Monterey,Unknown,18,1038.99,SSD,4.4,13.0,16,Amazon
ANPCOWER,A26,Intel,Windows 11 Pro,Celeron,12,229.49,SSD,4.5,16.0,16,Amazon
Lenovo,ThinkPad X1 Titanium Yoga,Intel,Windows 11 Pro,Core i5,18,899.99,SSD,4.4,13.5,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1299.0,SSD,4.0,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
GIGABYTE,AORUS 17X AZF-D5US665SH,Intel,Windows 11 Home,Intel Core i9,13,2899.0,SSD,4.3,17.3,32,Amazon
Lenovo,ThinkPad X1 Titanium Yoga,Intel,Windows 11 Pro,Core i5,18,899.99,SSD,4.4,13.5,16,Amazon
ASUS,Zenbook Pro 14 Duo,Intel,Windows 11 Home,Core i9,81,999.0,SSD,4.2,14.5,32,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,0,699.99,SSD,4.4,13.5,16,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 S,Celeron N,66,229.0,EMMC,4.5,14.0,4,Amazon
Dell,Dell Inspiron,Intel,Windows 11 Home,Core i5,56,443.99,SSD,4.5,15.6,16,Amazon
Lenovo,Lenovo IdeaPad 3,Intel,Windows 11 Pro,Intel Core i5,5,599.0,SSD,4.4,15.6,16,Amazon
HP,Elitebook x360 1040 G8,Intel,Windows 11 Pro,Core i7,72,499.0,SSD,4.4,14.0,16,Amazon
Apple,MWP72LL/A,Intel,Mac OS,Core i5,132,524.99,SSD,4.4,13.3,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
ASUS,F1504Z,Intel,Windows 11 Home,Core i7 Family,28,696.0,SSD,4.4,15.6,40,Amazon
HP,TPN-Q279,AMD,Windows 11 Pro,Ryzen 5,1,759.0,SSD,4.5,15.6,16,Amazon
Oemgenuine,Latitude 5550,Intel,Windows 11 Pro,Intel Core 7,3,1219.95,SSD,4.0,15.6,32,Amazon
HP,17,Intel,Windows 11 Home,Core i5 Family,70,678.24,SSD,4.4,17.3,32,Amazon
Lenovo,Newest Lenovo Slim 3 Chromebook,MediaTek,Chrome OS,Cortex,29,216.0,EMMC,4.5,14.0,4,Amazon
HP,HP 17 Laptop,AMD,Windows 11 Home,Ryzen 5,19,564.99,SSD,4.4,17.3,16,Amazon
Lenovo,ThinkBook,Intel,Windows 11 Pro,Intel Core Ultra 7,20,1119.0,SSD,4.4,16.0,64,Amazon
HP,TPN-W155,Intel,Windows 11 Home,Core i7 Family,41,1019.99,SSD,4.4,15.6,32,Amazon
ANPCOWER,A26,Intel,Windows 11 Pro,Celeron,12,229.49,SSD,4.5,16.0,16,Amazon
acer,Aspire 3,AMD,Windows 11 Pro,AMD Ryzen 7 5700U,7,489.99,SSD,4.4,15.6,16,Amazon
Dell,Precision 5540 Laptop,Intel,Windows 10 Pro,Core i9,11,875.96,SSD,3.7,15.6,32,Amazon
KOOSMILE,p8,Intel,OS,Celeron N,130,469.0,SSD,4.4,8.0,12,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
ApoloSign,NJP1561P-1,Intel,Windows 11,Celeron N5095,23,265.99,SSD,4.6,15.6,12,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,0,749.0,SSD,4.3,14.0,16,Amazon
HP,HP,Intel,Windows 10,Celeron N4020,477,399.99,EMMC,4.3,14.0,16,Amazon
jumper,EZbook S7-Hi,Intel,Windows 11,Celeron 5205U,23,379.99,SSD,3.3,15.6,4,Amazon
ASUS,ASUS Laptop L410MA,Intel,Windows 10 S,Celeron N4020,821,152.11,SSD,4.5,14.0,4,Amazon
